Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Wetbulb Temperature [C](Hourly),LIVING_UNIT1:Zone Heating Setpoint Not Met Time [hr](Hourly),LIVING_UNIT1:Zone Heating Setpoint Not Met While Occupied Time [hr](Hourly),LIVING_UNIT1:Zone Cooling Setpoint Not Met Time [hr](Hourly),LIVING_UNIT1:Zone Cooling Setpoint Not Met While Occupied Time [hr](Hourly),ATTIC_UNIT1:Zone Heating Setpoint Not Met Time [hr](Hourly),ATTIC_UNIT1:Zone Heating Setpoint Not Met While Occupied Time [hr](Hourly),ATTIC_UNIT1:Zone Cooling Setpoint Not Met Time [hr](Hourly),ATTIC_UNIT1:Zone Cooling Setpoint Not Met While Occupied Time [hr](Hourly),Facility:Facility Heating Setpoint Not Met Time [hr](Hourly),Facility:Facility Cooling Setpoint Not Met Time [hr](Hourly),Facility:Facility Heating Setpoint Not Met While Occupied Time [hr](Hourly),Facility:Facility Cooling Setpoint Not Met While Occupied Time [hr](Hourly),SUPPLY FAN_UNIT1:Fan Electricity Energy [J](Hourly),DX COOLING COIL_UNIT1:Cooling Coil Total Cooling Energy [J](Hourly),DX COOLING COIL_UNIT1:Cooling Coil Electricity Energy [J](Hourly),HEAT PUMP DX HEATING COIL 1:Heating Coil Heating Energy [J](Hourly),HEAT PUMP DX HEATING COIL 1:Heating Coil Electricity Energy [J](Hourly),HEAT PUMP DX HEATING COIL 1:Heating Coil Defrost Electricity Energy [J](Hourly),SUPPLEMENTAL HEATING COIL ELECTRIC:Heating Coil Heating Energy [J](Hourly),SUPPLEMENTAL HEATING COIL ELECTRIC:Heating Coil Electricity Energy [J](Hourly),COOLING COIL AIR INLET NODE_UNIT1:System Node Temperature [C](Hourly),COOLING COIL AIR INLET NODE_UNIT1:System Node Wetbulb Temperature [C](Hourly)
 01/01  01:00:00,5.05,2.879547846592452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143830.94599562966,0.0,0.0,2382628.2730556575,655380.2302354873,926.8975871659945,0.0,0.0,19.33149321208847,10.74303072188953
 01/01  02:00:00,5.6000000000000009,3.1203483491946515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141379.61505612758,0.0,0.0,2617965.2119713888,668420.9592752401,0.0,0.0,0.0,19.332615887988877,10.673405490706012
 01/01  03:00:00,4.95,2.839163113151504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196107.51966018178,0.0,0.0,3274650.27264122,892371.3959661172,1327.7480944195038,0.0,0.0,19.314365260244995,10.633648162816263
 01/01  04:00:00,3.208333333333334,1.8418697552675197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257289.21277207329,0.0,0.0,4163090.6827853617,1242381.5562911435,3190.8843843880629,0.0,0.0,19.293703160463939,10.604283735282105
 01/01  05:00:00,1.3333333333333338,0.6519058296887368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302623.8104718411,0.0,0.0,5228677.0433817929,1662231.3154042306,4206.838508760843,0.0,0.0,19.278397757833657,10.565032673412665
 01/01  06:00:00,-0.6458333333333334,-0.9764119194655403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330266.697183858,0.0,0.0,6275733.920135446,2147230.8025750836,4448.975042022899,0.0,0.0,19.269204002756003,10.48526667340783
 01/01  07:00:00,-1.375,-1.5899686461999237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343642.705001971,0.0,0.0,6786117.47017458,2376867.7011523887,4513.496906293515,0.0,0.0,19.265001922033365,10.3314767325655
 01/01  08:00:00,-0.17916666666666673,-0.40703662322070208,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,584223.150801988,0.0,0.0,9997782.418970574,3379618.808094093,8341.980779390193,1661234.5291997772,1661234.5291997772,20.769419274134227,10.928245812146784
 01/01  09:00:00,2.983333333333333,2.2508994499348704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442429.06220115008,0.0,0.0,7463837.048561756,2164058.477648617,6781.547607187678,0.0,0.0,20.901148997788807,11.083298484251918
 01/01  10:00:00,5.920833333333333,4.293040864557565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275203.15366093468,0.0,0.0,5275661.099446557,1304392.8456136655,0.0,0.0,0.0,20.95527272011241,11.295688058603718
 01/01  11:00:00,7.891666666666668,5.28949812513425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195551.5551290074,0.0,0.0,3576199.8244537624,840112.9244559188,0.0,0.0,0.0,20.981343250005499,11.433274633038998
 01/01  12:00:00,9.170833333333335,5.549674415767654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137795.31036056658,0.0,0.0,2463523.3382019295,559534.188608494,0.0,0.0,0.0,21.00027788357694,11.506270645174228
 01/01  13:00:00,10.05,5.704924161164635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92517.6937849345,0.0,0.0,1638801.6177279396,365577.8531640589,0.0,0.0,0.0,21.015285047303818,11.47433635927986
 01/01  14:00:00,10.6,5.876071196452205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19317.6303673773,0.0,0.0,337754.01383515066,74967.18944779158,0.0,0.0,0.0,20.693303361249318,11.272109464886923
 01/01  15:00:00,10.6,5.400591324883309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.116352142001053,10.94118771726856
 01/01  16:00:00,9.950000000000001,4.667577515790103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17349.659401533616,0.0,0.0,300835.5782767438,69424.95919554158,0.0,0.0,0.0,20.551562532008377,10.907460037903997
 01/01  17:00:00,8.533333333333334,3.870409408309453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65989.42425745705,0.0,0.0,1153649.0846787142,276068.2695390781,0.0,0.0,0.0,21.025058344988346,10.918809691144946
 01/01  18:00:00,6.879166666666666,3.0797143090734075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93138.58048556706,0.0,0.0,1657481.2417959446,419671.47161761307,0.0,0.0,0.0,21.01619605831286,10.859453193831897
 01/01  19:00:00,5.829166666666666,2.8759473813548697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118760.93394400108,0.0,0.0,2160482.0649886506,564957.8033028696,0.0,0.0,0.0,21.007611273843037,10.931638217128379
 01/01  20:00:00,5.2749999999999999,2.9122849254956475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165867.37020714177,0.0,0.0,3029540.996198913,804673.9410169994,179.9654250738134,0.0,0.0,20.991754173790868,11.0801584030896
 01/01  21:00:00,5.325,3.254923942496428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190116.62942359359,0.0,0.0,3570170.7109839098,930145.8541479588,0.0,0.0,0.0,20.983509769076837,11.227735023748066
 01/01  22:00:00,5.6000000000000009,3.6112685613234265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218905.7549269548,0.0,0.0,4130607.5273997539,1053693.2606809608,0.0,0.0,0.0,20.97368844228383,11.409631836657326
 01/01  23:00:00,5.2749999999999999,3.312946060167628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282456.26278602567,0.0,0.0,5364882.813344045,1368053.2085354033,345.3431266942113,0.0,0.0,20.95247750661814,11.522188341169569
 01/01  24:00:00,4.675,2.8788076530123787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122992.5903865521,0.0,0.0,1871871.3902193495,541513.4587919246,1448.3698879795703,0.0,0.0,19.319814450390849,10.8180475373769
 01/02  01:00:00,3.8041666666666669,2.169190560337555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221397.63601395067,0.0,0.0,3499943.435318141,1030067.6105386613,2552.5429648399119,0.0,0.0,19.305539292230823,10.727026533609726
 01/02  02:00:00,2.4333333333333329,1.1031465630277134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257140.19625566808,0.0,0.0,4283273.701917544,1319637.9072734253,3000.762572078165,0.0,0.0,19.29376149332623,10.591268879984688
 01/02  03:00:00,1.375,0.37925678715450986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288716.22793738069,0.0,0.0,5020217.627200545,1598473.1141304298,3546.7411907652146,0.0,0.0,19.283343466850945,10.47387272960154
 01/02  04:00:00,1.0999999999999999,0.20060969557982354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318856.4208041028,0.0,0.0,5649459.891944669,1798761.9869139456,3978.143431510526,0.0,0.0,19.273500357334993,10.374236592805412
 01/02  05:00:00,0.5041666666666668,-0.17131399514682434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333776.31448124357,0.0,0.0,6057429.871221805,1968371.3861884834,4374.6613423730909,0.0,0.0,19.268547119421503,10.307785685829037
 01/02  06:00:00,0.0,-0.46016384471865198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347832.01144023708,0.0,0.0,6449128.006926757,2129020.9205144129,4723.40231585173,0.0,0.0,19.26385856461893,10.273722340578244
 01/02  07:00:00,0.0,-0.3346506310400839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357067.6965802012,0.0,0.0,6608739.177304916,2174760.037783373,5061.962415999406,0.0,0.0,19.26075939796765,10.270236662050996
 01/02  08:00:00,0.325,-0.03848589717638038,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,623537.4377710228,0.0,0.0,10407054.924031774,3492598.177678746,8877.874538861797,1647354.2623659159,1647354.2623659159,20.767477196375198,10.96060282523456
 01/02  09:00:00,1.1958333333333334,0.48630472965567225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603762.6018165848,0.0,0.0,10301514.84720167,3306708.099344709,8075.962725693249,0.0,0.0,20.88963240026227,11.038408107021438
 01/02  10:00:00,1.9708333333333335,0.8305729546967341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573416.4743376285,0.0,0.0,9897449.063788008,3054474.1123918646,6890.986342618444,0.0,0.0,20.889704711690884,11.000927811781273
 01/02  11:00:00,2.525,0.9642826761492399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492054.4654024608,0.0,0.0,8753387.20806964,2559132.747468198,5132.553496420059,0.0,0.0,20.89116224484035,10.926149719172992
 01/02  12:00:00,3.070833333333333,1.1762944747505382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421403.9821120819,0.0,0.0,7384211.87965343,2127849.815483487,3894.073300866353,0.0,0.0,20.907328827453509,10.844776192626635
 01/02  13:00:00,3.895833333333334,1.5243466933989145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363499.50295081207,0.0,0.0,6183204.70712206,1758412.9350477465,2732.0525058587475,0.0,0.0,20.926660933431834,10.769331816453838
 01/02  14:00:00,5.645833333333335,2.335112629679977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249447.93556843757,0.0,0.0,4526632.761414661,1173116.3558313093,435.1702777895751,0.0,0.0,20.964815506858306,10.690702981185235
 01/02  15:00:00,6.700000000000002,2.7401639079651756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175907.93371974876,0.0,0.0,3219031.915847059,796687.0079806992,0.0,0.0,0.0,20.989345334497977,10.597073149380274
 01/02  16:00:00,6.700000000000002,2.6643745876638387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149693.65242444667,0.0,0.0,2714902.93750731,678028.2186661691,0.0,0.0,0.0,20.998180297168387,10.507640324078066
 01/02  17:00:00,5.779166666666666,2.068386589766783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177583.57673928335,0.0,0.0,3250010.853200334,844123.9460891591,47.81425703427437,0.0,0.0,20.989048122071954,10.450326074417767
 01/02  18:00:00,3.2125000000000005,0.7655884856467131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259318.7323944865,0.0,0.0,4389176.425581018,1338323.7477558843,1662.4649288882995,0.0,0.0,20.961641238266087,10.4412237726986
 01/02  19:00:00,1.1041666666666666,-0.5138666166808613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280841.0822057498,0.0,0.0,5018210.842169224,1657239.387101313,2575.712575329926,0.0,0.0,20.95400972302835,10.53040077454969
 01/02  20:00:00,-0.9166666666666666,-1.9879614606227277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320316.3722989675,0.0,0.0,6317020.130225581,2241265.4643739236,3040.823891137849,0.0,0.0,20.94067633095336,10.587451326913725
 01/02  21:00:00,-2.1999999999999999,-2.8638868568170285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361864.65793825496,0.0,0.0,7630738.843754246,2802653.708398021,3622.8424035605887,0.0,0.0,20.9268880911174,10.53513023638025
 01/02  22:00:00,-2.525,-3.083406503054263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397516.3738376905,0.0,0.0,8618523.843170695,3164873.6133792477,4028.9893253688826,0.0,0.0,20.915258322972659,10.495719533052928
 01/02  23:00:00,-3.070833333333333,-3.532946628723043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436715.4120892229,0.0,0.0,9874545.302393217,3651001.7829798066,4371.743094446091,0.0,0.0,20.90257416148716,10.43129634301553
 01/02  24:00:00,-3.625,-4.006924660271535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223605.03836259969,0.0,0.0,5009913.066609521,1956997.8530809154,2187.70952102251,0.0,0.0,19.31811046154134,9.65298387094186
 01/03  01:00:00,-3.899999999999999,-4.173879285080319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344595.43345528948,0.0,0.0,7893934.096454004,3058417.5629841468,3466.9644166986615,0.0,0.0,19.26630485904222,9.499345133838599
 01/03  02:00:00,-4.1708333333333329,-4.355600660496605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382880.30531466586,0.0,0.0,9007003.287538372,3477460.463837679,3896.0668264684657,0.0,0.0,19.25377597399112,9.395222320534238
 01/03  03:00:00,-4.129166666666667,-4.314358105272633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409315.21040213867,0.0,0.0,9693760.700197421,3697503.182099265,4179.985044195983,0.0,0.0,19.24555964531006,9.304564610070847
 01/03  04:00:00,-3.3041666666666669,-3.604237248841295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429383.47534979417,0.0,0.0,9802268.6101095,3588318.2291300485,4511.216048995605,0.0,0.0,19.238937302529306,9.267120081723324
 01/03  05:00:00,-3.3958333333333328,-3.5745004189806255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442693.00456153988,0.0,0.0,10167340.092335009,3718321.9788537619,4849.536921988461,0.0,0.0,19.234354353203856,9.28314944714265
 01/03  06:00:00,-2.3833333333333335,-2.6939139570578525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451499.2761209653,0.0,0.0,9868623.167790534,3455511.4258287234,5157.143113902148,0.0,0.0,19.23133291345479,9.314637440363829
 01/03  07:00:00,-1.0999999999999999,-1.7002510145448853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451876.8196525228,0.0,0.0,9287450.387369963,3078291.3227426887,5189.153981539431,0.0,0.0,19.231104226780898,9.431568781985865
 01/03  08:00:00,-0.17916666666666673,-1.0361079998857368,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,840820.3280479385,0.0,0.0,13096110.059799608,4694645.495148755,9466.288697378248,2005298.7653177225,2005298.7653177225,20.791000860703439,10.238819680361845
 01/03  09:00:00,1.1958333333333334,-0.2656790585836379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722255.3445075987,0.0,0.0,12075804.608367147,4016242.640617247,7181.4680029729429,0.0,0.0,20.89071231460079,10.376061761220049
 01/03  10:00:00,2.5666666666666666,0.533130796568187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603423.058428201,0.0,0.0,10565871.04370049,3231459.3366520858,4775.164715715134,0.0,0.0,20.890691926326178,10.383851601774785
 01/03  11:00:00,4.220833333333334,1.5753023514286085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475917.17709511608,0.0,0.0,8385932.038546334,2288157.339481783,2966.4499413664527,0.0,0.0,20.894855800402867,10.379595001568739
 01/03  12:00:00,5.595833333333332,2.231674030517649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336178.6819686666,0.0,0.0,6612716.751548732,1620185.5294507258,0.0,0.0,0.0,20.93667645249803,10.41109670922855
 01/03  13:00:00,6.695833333333334,2.604571732576667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291087.49581430529,0.0,0.0,5544335.656340906,1319783.624225258,0.0,0.0,0.0,20.951642518417239,10.375427831604482
 01/03  14:00:00,7.795833333333334,3.2154770957585208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230958.33409816132,0.0,0.0,4268457.863259193,992498.5910516396,0.0,0.0,0.0,20.971610429647794,10.323871279472697
 01/03  15:00:00,8.299999999999999,3.542132096725418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218382.20304175566,0.0,0.0,4008754.9251666159,916953.1058224253,0.0,0.0,0.0,20.975806139106088,10.299427408657467
 01/03  16:00:00,8.029166666666665,3.3225965373635506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221235.05002736048,0.0,0.0,4068620.624314245,939945.4342795943,0.0,0.0,0.0,20.974882262809137,10.287616081604787
 01/03  17:00:00,7.204166666666667,2.791379874869269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225922.9711049235,0.0,0.0,4184454.2845479848,998100.5524882932,0.0,0.0,0.0,20.97334798257582,10.271918088482503
 01/03  18:00:00,6.375,2.3155373023292769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236997.5969242761,0.0,0.0,4446418.929297052,1092466.071888369,0.0,0.0,0.0,20.969631347286656,10.299102860499103
 01/03  19:00:00,5.829166666666666,2.3262445813059728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252470.42344157,0.0,0.0,4800128.681678491,1199442.0060682679,0.0,0.0,0.0,20.964362947648554,10.387796348596697
 01/03  20:00:00,5.2749999999999999,2.2582078515603816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263317.4719634086,0.0,0.0,4995419.919089314,1281716.6994350989,141.39848707099447,0.0,0.0,20.960474625321127,10.55847382300489
 01/03  21:00:00,5.0,2.0881173183736938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318187.3854339065,0.0,0.0,5263165.899461922,1451533.652500739,1773.1914041370297,0.0,0.0,20.941939846886926,10.690408131930696
 01/03  22:00:00,5.0,2.004743185752705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346269.5179512489,0.0,0.0,5808836.294378693,1585357.480545627,1757.7665094583138,0.0,0.0,20.932525053446726,10.773761179033038
 01/03  23:00:00,5.325,2.0040628872224066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336930.4564651809,0.0,0.0,6656732.755397795,1647791.06063066,0.0,0.0,0.0,20.935752670712924,10.778767087902592
 01/03  24:00:00,5.6000000000000009,2.0602785139287347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86927.10725930515,0.0,0.0,1602993.8841864672,411024.9022809746,0.0,0.0,0.0,19.36657075467579,10.037682453164239
 01/04  01:00:00,4.95,1.8772712609333767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188541.1149944932,0.0,0.0,3214333.7270988647,878973.8727111986,669.7851721176886,0.0,0.0,19.318173101748657,9.967084301590376
 01/04  02:00:00,4.7250000000000009,1.9136388841334416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240462.15262111507,0.0,0.0,3912017.03613476,1094662.4232354924,1413.6526894780623,0.0,0.0,19.300919949876666,9.954361913499844
 01/04  03:00:00,5.0,2.0855815205987384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257602.6981836964,0.0,0.0,4200539.584075203,1154632.1198769038,1438.346851965494,0.0,0.0,19.29527353900387,9.956387197861523
 01/04  04:00:00,5.0,2.0839345585314974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282499.15937615369,0.0,0.0,4646627.360101607,1265792.6790501194,1578.575062482202,0.0,0.0,19.287036719439944,9.949522454956075
 01/04  05:00:00,5.325,2.283868737522521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269707.52314986937,0.0,0.0,5240792.6955026569,1295442.2552461078,0.0,0.0,0.0,19.291466435056404,9.934830709735599
 01/04  06:00:00,5.6000000000000009,2.3242505874893317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285372.9368308223,0.0,0.0,5547142.38320938,1348507.9534317267,0.0,0.0,0.0,19.28634309930002,9.89845162178124
 01/04  07:00:00,5.2749999999999999,2.147020826615511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283758.35811605889,0.0,0.0,5462699.924994735,1356428.0756938067,145.70961643339346,0.0,0.0,19.286946146749125,9.851179349021776
 01/04  08:00:00,5.0,2.1679831821624528,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,580809.6871945903,0.0,0.0,10147662.449298969,2854145.5588441898,3510.29213523159,1394559.7119322648,1394559.7119322648,20.780187971560708,10.538483039119916
 01/04  09:00:00,5.325,2.441624400206472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451592.5473307069,0.0,0.0,9302147.411209332,2208652.921940367,0.0,0.0,0.0,20.89823081739311,10.632733431059789
 01/04  10:00:00,6.195833333333334,2.8698925805606945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421068.2400392683,0.0,0.0,8454477.675961363,1959650.4645471033,0.0,0.0,0.0,20.908461902117187,10.612736485778584
 01/04  11:00:00,6.700000000000002,3.0792840788286748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386901.0422212707,0.0,0.0,7617978.735156906,1750964.062748779,0.0,0.0,0.0,20.919577712474646,10.56311412257923
 01/04  12:00:00,7.566666666666666,3.5304990543303629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351076.03104773678,0.0,0.0,6777701.430327342,1524993.210767171,0.0,0.0,0.0,20.931501370625058,10.514995960541987
 01/04  13:00:00,8.299999999999999,3.700440350537171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298941.93675999026,0.0,0.0,5643860.622446659,1254841.6753664155,0.0,0.0,0.0,20.94881871933794,10.465903357262479
 01/04  14:00:00,8.625,3.7948617134434596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264521.2737494902,0.0,0.0,4931932.046351775,1096070.0686509056,0.0,0.0,0.0,20.96031977871807,10.39507941362878
 01/04  15:00:00,9.170833333333335,4.18432152546087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238604.08129998507,0.0,0.0,4413051.352987949,968436.78008057,0.0,0.0,0.0,20.96894581721205,10.365908184463466
 01/04  16:00:00,9.725,4.480543888837881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207598.0500926976,0.0,0.0,3808569.4026538936,826586.638290965,0.0,0.0,0.0,20.979194258596704,10.378590430000165
 01/04  17:00:00,9.675000000000003,4.5123792742087069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217384.77762090183,0.0,0.0,4000867.1722803676,867147.4775313998,0.0,0.0,0.0,20.975925905154609,10.404606962234079
 01/04  18:00:00,9.129166666666667,4.310071520118794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217652.55324201205,0.0,0.0,3995732.578790648,884548.7426472537,0.0,0.0,0.0,20.975700508964296,10.489713290047057
 01/04  19:00:00,8.575000000000001,4.2424283598679699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206016.36129927869,0.0,0.0,3765068.7175973707,855579.6433630074,0.0,0.0,0.0,20.979281351507315,10.653327907652575
 01/04  20:00:00,8.029166666666665,4.131244679488666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230704.55019745918,0.0,0.0,4257027.255708952,980291.3335425741,0.0,0.0,0.0,20.97079732878579,10.844418349908631
 01/04  21:00:00,6.608333333333333,3.3974609857228699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260543.36733491324,0.0,0.0,4919177.024401377,1188804.4657017443,0.0,0.0,0.0,20.96070749396126,10.9761032479206
