Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Wetbulb Temperature [C](Hourly),LIVING_UNIT1:Zone Heating Setpoint Not Met Time [hr](Hourly),LIVING_UNIT1:Zone Heating Setpoint Not Met While Occupied Time [hr](Hourly),LIVING_UNIT1:Zone Cooling Setpoint Not Met Time [hr](Hourly),LIVING_UNIT1:Zone Cooling Setpoint Not Met While Occupied Time [hr](Hourly),ATTIC_UNIT1:Zone Heating Setpoint Not Met Time [hr](Hourly),ATTIC_UNIT1:Zone Heating Setpoint Not Met While Occupied Time [hr](Hourly),ATTIC_UNIT1:Zone Cooling Setpoint Not Met Time [hr](Hourly),ATTIC_UNIT1:Zone Cooling Setpoint Not Met While Occupied Time [hr](Hourly),Facility:Facility Heating Setpoint Not Met Time [hr](Hourly),Facility:Facility Cooling Setpoint Not Met Time [hr](Hourly),Facility:Facility Heating Setpoint Not Met While Occupied Time [hr](Hourly),Facility:Facility Cooling Setpoint Not Met While Occupied Time [hr](Hourly),SUPPLY FAN_UNIT1:Fan Electricity Energy [J](Hourly),HEATING COIL GAS:Heating Coil Heating Energy [J](Hourly),HEATING COIL GAS:Heating Coil NaturalGas Energy [J](Hourly),HEATING COIL GAS:Heating Coil Electricity Energy [J](Hourly),DX COOLING COIL_UNIT1:Cooling Coil Total Cooling Energy [J](Hourly),DX COOLING COIL_UNIT1:Cooling Coil Electricity Energy [J](Hourly),COOLING COIL AIR INLET NODE_UNIT1:System Node Temperature [C](Hourly),COOLING COIL AIR INLET NODE_UNIT1:System Node Wetbulb Temperature [C](Hourly)
 06/02  14:00:00,18.900000000000003,18.66323772285465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.555559606141214,21.101219519869074
 06/02  15:00:00,19.17083333333333,18.547690909358214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.55399939841978,21.089953828116007
 06/02  16:00:00,19.724999999999999,19.12221721549664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.60964770172684,21.116790485502329
 06/02  17:00:00,20.59583333333333,19.566264888744177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.644896776576208,21.21751139768455
 06/02  18:00:00,20.82916666666667,19.107820195394337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81829.32866117044,0.0,0.0,0.0,1744714.9636543284,317861.9456568212,26.40981759025664,21.402634982599808
 06/02  19:00:00,20.275000000000003,18.79930446985163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71803.18853425629,0.0,0.0,0.0,1507869.641217901,275265.36842228748,26.5722428650101,21.30665471388981
 06/02  20:00:00,19.07916666666667,18.56802049898041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16691.508146112967,0.0,0.0,0.0,350448.29343742827,62777.25750200788,26.237896506950539,21.236568396380855
 06/02  21:00:00,18.02916666666667,18.029158891758404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.449680681322758,21.1564537771587
 06/02  22:00:00,17.475,17.474992161376293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.25736295807823,21.16542633672584
 06/02  23:00:00,17.199999999999997,17.199994121199706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.04080247141275,21.0621962736439
 06/02  24:00:00,16.929166666666665,16.9291581371939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.841588251685058,20.93828389724307
 06/03  01:00:00,16.97083333333333,16.970824666494399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.570655540510616,20.75802514526727
 06/03  02:00:00,17.795833333333336,17.79582526192246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.46304613395857,20.697940496368834
 06/03  03:00:00,18.300000000000006,18.29998760002876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.43308573537421,20.78836075375963
 06/03  04:00:00,17.433333333333335,17.433326354444519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.258342313311315,20.800018789118189
 06/03  05:00:00,16.699999999999997,16.699996477306866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.001839010987785,20.5985739577439
 06/03  06:00:00,17.566666666666668,17.566657764153019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.08202692613484,20.531829730856719
 06/03  07:00:00,18.300000000000006,18.29998779296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.545843530504077,20.782440488637787
 06/03  08:00:00,20.737500000000006,19.377744381138368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.150506636193894,21.118472405624098
 06/03  09:00:00,23.66666666666666,20.608582780100027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.770022190352294,21.421626500344727
 06/03  10:00:00,25.050000000000009,21.334522157003378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3465248514451,21.722019603310064
 06/03  11:00:00,25.870833333333338,21.144389995554957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.94988951084589,21.997948515040237
 06/03  12:00:00,27.020833333333333,21.162445672582448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.442673193419656,22.10914911544045
 06/03  13:00:00,28.070833333333338,21.300278803011424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.939755652533746,22.195223117874137
 06/03  14:00:00,27.704166666666667,20.594915460871566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152324.2876998823,0.0,0.0,0.0,3243658.0394643845,696534.1155395273,28.54677580170555,21.988654310712965
 06/03  15:00:00,28.391666666666663,20.877857940813269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348935.9664691505,0.0,0.0,0.0,7169331.708201736,1625795.0583893706,28.227016925557888,21.178121521565349
 06/03  16:00:00,27.9375,20.824213188471384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483449.435607386,0.0,0.0,0.0,9800076.719135007,2234033.2034749926,27.655062361800249,20.22980525512214
 06/03  17:00:00,27.295833333333336,20.296560739364208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581976.6520385222,0.0,0.0,0.0,11711491.649643172,2637071.541158748,27.08339539330628,19.382893996688535
 06/03  18:00:00,26.879166666666668,20.376190435946179,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,668918.5091024428,0.0,0.0,0.0,13360090.286747342,2996539.767147286,26.528641803294378,18.585076566776185
 06/03  19:00:00,24.58333333333334,20.346690527503438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523049.4058056563,0.0,0.0,0.0,10313375.31427505,2217622.631020217,26.505594341164899,18.38661813565624
 06/03  20:00:00,21.5125,19.31947544560894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388083.17584446139,0.0,0.0,0.0,7723369.8651256519,1528775.9754687343,26.52733595156955,18.532206295291759
 06/03  21:00:00,19.40416666666667,18.11884781337788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285154.4547099115,0.0,0.0,0.0,5724838.935103389,1065573.1751957143,26.543675273073239,18.749234987104726
 06/03  22:00:00,18.304166666666665,17.80386892723057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202294.42254251816,0.0,0.0,0.0,4077557.360739112,736802.7224871977,26.556629662467473,19.003445408377286
 06/03  23:00:00,17.800000000000006,17.56950205988722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118545.22434956326,0.0,0.0,0.0,2395355.29448064,426794.911079359,26.56944635864396,19.359112224476374
 06/03  24:00:00,17.475,17.281164222339695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39878.92089439292,0.0,0.0,0.0,806533.7518357413,142946.51276174567,26.58141626562274,19.708130245008893
 06/04  01:00:00,17.525,17.295618900425418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.52081679099459,19.76193729666483
 06/04  02:00:00,17.204166666666667,17.01123399288643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.324038536051665,19.989224794578019
 06/04  03:00:00,16.104166666666669,16.104159895828848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.985538815829004,20.015730203682315
 06/04  04:00:00,15.599999999999996,15.59999432460316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.657316594162933,19.890227751158446
 06/04  05:00:00,15.599999999999996,15.599992694679762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.45618354417647,19.77463710752114
 06/04  06:00:00,17.0625,16.660937880422737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.494787431612339,19.776050158864356
 06/04  07:00:00,19.22083333333333,17.879959709490689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.85044778366102,20.064929105043917
 06/04  08:00:00,20.59583333333333,18.71579543074456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.20377830051692,20.387894228057779
 06/04  09:00:00,21.695833333333338,19.62760474690484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.430563489411246,20.68773988739037
 06/04  10:00:00,21.604166666666669,20.422196535010604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.777055562192549,21.02887115745978
 06/04  11:00:00,22.8875,21.080122759183923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.33713326134152,21.514982886985846
 06/04  12:00:00,25.645833333333333,21.10887578872387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.915108402985653,21.836962952224444
 06/04  13:00:00,26.970833333333329,20.51953893259762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.530044217338515,21.958389724526908
 06/04  14:00:00,26.929166666666665,20.40087558617582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61075.24119826675,0.0,0.0,0.0,1243989.0739084313,274026.79642782857,28.71001614354162,22.002772911290547
 06/04  15:00:00,27.566666666666668,20.491094054303657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261374.15123376013,0.0,0.0,0.0,5417514.836462666,1194557.7189206863,28.152143187242037,21.34082019416734
 06/04  16:00:00,28.029166666666673,19.959748625139349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433711.72760528666,0.0,0.0,0.0,8757899.755688267,2004666.7247332342,27.66159062175849,20.337998989680373
 06/04  17:00:00,27.800000000000009,19.508857676823934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526271.1726556812,0.0,0.0,0.0,10425324.794293324,2413213.1510927949,27.094707230235298,19.300609048511104
 06/04  18:00:00,26.879166666666668,18.876172053506939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579321.1922760024,0.0,0.0,0.0,11358646.261178192,2593682.407970492,26.5396377813432,18.42011194242419
 06/04  19:00:00,24.3125,18.626696804571183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449588.08765357537,0.0,0.0,0.0,8705812.481003412,1891260.825793404,26.518233923586025,18.121283891258338
 06/04  20:00:00,20.958333333333333,18.32360357072676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328392.54639424869,0.0,0.0,0.0,6455929.070856211,1274262.822027283,26.537672545465687,18.29764629605447
 06/04  21:00:00,18.533333333333336,17.4582789528927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229359.36670245129,0.0,0.0,0.0,4576966.04120146,838234.9967191224,26.553159035903009,18.607037336643054
 06/04  22:00:00,17.475,16.9625395705898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150243.52733261785,0.0,0.0,0.0,3015680.7539857968,535437.4853680785,26.565391407785229,18.904458313461658
 06/04  23:00:00,16.929166666666665,16.786213249331327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70728.05840178297,0.0,0.0,0.0,1423847.3196389117,249280.11331952018,26.577536110189234,19.25884403347259
 06/04  24:00:00,16.699999999999997,16.476389371197116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7559.260978167633,0.0,0.0,0.0,152645.60041582649,26505.421637588188,25.972537434709709,19.451921770558813
 06/05  01:00:00,16.375,16.020660999865965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.334523647297727,19.523070186810306
 06/05  02:00:00,16.099999999999999,15.795356611844055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.042207994902318,19.55997289747665
 06/05  03:00:00,15.179166666666668,15.04220029149545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.74663949165692,19.513256760853648
 06/05  04:00:00,14.725,14.513027645321117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.392789537863707,19.30621519891715
 06/05  05:00:00,14.674999999999999,14.495903054868429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.230663303313734,19.152305277148697
 06/05  06:00:00,16.5125,15.942889576626314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.371278919385174,19.179598127741185
 06/05  07:00:00,20.4125,17.99037377259626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.086914024457898,19.631237832001273
 06/05  08:00:00,23.71666666666667,19.3793994213969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.933688692045988,20.168491983891696
 06/05  09:00:00,26.516666666666667,20.246448809439675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.624982878797725,20.618321422411488
 06/05  10:00:00,27.800000000000009,20.14309325265116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.18937863075766,20.837580384011074
 06/05  11:00:00,28.39583333333333,19.966501226917275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.719592105347436,20.906455250057907
 06/05  12:00:00,29.17083333333333,20.051942002560119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14116.891522882503,0.0,0.0,0.0,270081.9792954727,67243.15880976017,28.549963631169587,20.985848061902894
 06/05  13:00:00,29.724999999999999,20.613136737571858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104902.27018976746,0.0,0.0,0.0,2009357.273928667,504682.0373533501,29.347420637070685,21.026841921957069
 06/05  14:00:00,30.325000000000004,20.946084959047494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317928.04828962575,0.0,0.0,0.0,6237450.530227796,1548197.0193990623,28.791263803841873,20.534967509080145
 06/05  15:00:00,31.195833333333338,21.240914997969985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470000.82962661128,0.0,0.0,0.0,9103958.024884468,2330601.7812624915,28.212166819408848,19.892964769081926
 06/05  16:00:00,30.77916666666667,21.041901845997374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585460.5667643327,0.0,0.0,0.0,11344537.990599579,2873844.8428744266,27.642102248439174,19.260707880283517
 06/05  17:00:00,29.674999999999998,20.25038345982012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679124.1111737973,0.0,0.0,0.0,13225794.790655368,3240808.013019346,27.08167704252737,18.57207136401522
 06/05  18:00:00,28.804166666666665,20.091920055043773,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,752777.8914769536,0.0,0.0,0.0,14684321.770058698,3511543.0769251447,26.520400219995538,17.954666258961294
 06/05  19:00:00,27.433333333333335,20.062495967784824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631490.8069706217,0.0,0.0,0.0,12165733.762912516,2852511.617331783,26.489055318086306,17.859088641028749
 06/05  20:00:00,23.66666666666667,19.693013601275607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489796.0195338522,0.0,0.0,0.0,9565453.268249542,2030385.4343491046,26.51197393391187,17.994324765887098
 06/05  21:00:00,20.82916666666667,18.93932746077366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383902.257930078,0.0,0.0,0.0,7627241.827695075,1481049.1369984756,26.528672189551459,18.28276514809185
 06/05  22:00:00,20.599999999999999,18.720990891977296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319620.585474106,0.0,0.0,0.0,6348990.307647837,1228194.3333848636,26.538560542626603,18.562130292684665
 06/05  23:00:00,19.95,18.484995978613609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232822.08416338129,0.0,0.0,0.0,4626814.236721737,882773.595724775,26.55206247751113,18.858400828333396
 06/05  24:00:00,18.804166666666665,17.879077434171085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136741.785698802,0.0,0.0,0.0,2731534.2082510285,505102.03260172347,26.56694866570028,19.19730856644848
 06/06  01:00:00,18.02916666666667,17.450916785324023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57272.18747126202,0.0,0.0,0.0,1149927.7799651253,207755.18639910184,26.57906010217259,19.54241520720771
 06/06  02:00:00,17.800000000000006,17.373748371706168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7836.532800566666,0.0,0.0,0.0,158083.11061293877,28266.591479537965,26.068677651625398,19.74996100581355
 06/06  03:00:00,17.800000000000006,17.198752302924377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4634837700715,19.90552375415974
 06/06  04:00:00,17.800000000000006,17.05016913725907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.31140846134167,20.061334518751015
 06/06  05:00:00,17.475,16.963079014999626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.13571060863306,20.134225531773727
 06/06  06:00:00,19.637499999999997,17.763851102846176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.3943006155497,0.0,0.0,0.0,12574.504805308055,2484.8280943151787,25.270082156816817,20.276053047543074
 06/06  07:00:00,22.891666666666667,19.1487722950239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121241.99119593657,0.0,0.0,0.0,2448294.053402858,498501.7004376712,26.53649625784888,20.655694943802457
 06/06  08:00:00,24.820833333333338,20.07258276174336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.308234704196197,20.611308015365684
 06/06  09:00:00,26.195833333333338,20.79842235510765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.118691098857498,21.052378826820445
 06/06  10:00:00,27.566666666666668,21.91060409344007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.698515556380227,21.415298611021389
 06/06  11:00:00,28.89583333333333,22.810061751790284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31603.342131954312,0.0,0.0,0.0,633508.1262109799,149428.14130099497,28.855045239622386,22.059036364572824
 06/06  12:00:00,29.724999999999999,23.179070254929518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110810.92149778408,0.0,0.0,0.0,2239699.6952343757,530855.0379377446,29.342804206568514,22.391490971153009
 06/06  13:00:00,30.0,23.251771293222494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186585.95972034033,0.0,0.0,0.0,3803580.8890608844,899106.2022566367,29.330547892761989,22.37016201201553
 06/06  14:00:00,30.325000000000004,23.133359786193507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391542.5672102623,0.0,0.0,0.0,8131346.742859328,1904572.316971063,28.77574825967632,21.833771636635757
 06/06  15:00:00,30.600000000000006,23.22815751451955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521570.850073596,0.0,0.0,0.0,10685735.79049042,2556706.106161709,28.20359048207311,21.0634104317168
 06/06  16:00:00,30.275000000000003,23.318211466161313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618802.6039866577,0.0,0.0,0.0,12605629.279486206,3010972.1694282579,27.64192079983317,20.359539522136069
 06/06  17:00:00,28.483333333333336,22.676125018823404,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,668539.9901904843,0.0,0.0,0.0,13646202.238755599,3124869.6419780475,27.0835853919197,19.748362084301296
 06/06  18:00:00,27.199999999999993,22.153394518125663,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,737331.6995979194,0.0,0.0,0.0,15112077.242821899,3332379.908670767,26.519856994011595,19.147075650665248
 06/06  19:00:00,26.929166666666665,22.25168331572321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636294.0893916735,0.0,0.0,0.0,12740983.756703983,2855735.6463674327,26.485868927074504,18.9518887565314
 06/06  20:00:00,26.375,22.281986379472284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545162.7423891838,0.0,0.0,0.0,10821644.064696046,2415852.6033295609,26.500603499811175,19.01813240565588
 06/06  21:00:00,25.82916666666667,22.149998392409857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480395.68884956339,0.0,0.0,0.0,9508222.98090501,2102422.68650446,26.510975009811149,19.114925850589328
 06/06  22:00:00,23.487499999999998,21.481221568240377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388651.8070054256,0.0,0.0,0.0,7771449.363268043,1613241.2298021925,26.5256276495856,19.260477578940426
 06/06  23:00:00,22.891666666666667,21.42382887197193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318323.1478457815,0.0,0.0,0.0,6397332.757128853,1300448.1009785708,26.536336108659716,19.586966070190355
 06/06  24:00:00,22.383333333333338,21.28878473773968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256708.77425355794,0.0,0.0,0.0,5188202.219465154,1039119.4010584916,26.54553262316591,19.939328938530456
 06/07  01:00:00,20.82916666666667,20.42205068976452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173030.9514367383,0.0,0.0,0.0,3538068.5515365,673276.352225525,26.558388895973669,20.25380333385242
