Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Wetbulb Temperature [C](Hourly),LIVING_UNIT1:Zone Heating Setpoint Not Met Time [hr](Hourly),LIVING_UNIT1:Zone Heating Setpoint Not Met While Occupied Time [hr](Hourly),LIVING_UNIT1:Zone Cooling Setpoint Not Met Time [hr](Hourly),LIVING_UNIT1:Zone Cooling Setpoint Not Met While Occupied Time [hr](Hourly),ATTIC_UNIT1:Zone Heating Setpoint Not Met Time [hr](Hourly),ATTIC_UNIT1:Zone Heating Setpoint Not Met While Occupied Time [hr](Hourly),ATTIC_UNIT1:Zone Cooling Setpoint Not Met Time [hr](Hourly),ATTIC_UNIT1:Zone Cooling Setpoint Not Met While Occupied Time [hr](Hourly),Facility:Facility Heating Setpoint Not Met Time [hr](Hourly),Facility:Facility Cooling Setpoint Not Met Time [hr](Hourly),Facility:Facility Heating Setpoint Not Met While Occupied Time [hr](Hourly),Facility:Facility Cooling Setpoint Not Met While Occupied Time [hr](Hourly),SUPPLY FAN_UNIT1:Fan Electricity Energy [J](Hourly),HEATING COIL GAS:Heating Coil Heating Energy [J](Hourly),HEATING COIL GAS:Heating Coil NaturalGas Energy [J](Hourly),HEATING COIL GAS:Heating Coil Electricity Energy [J](Hourly),DX COOLING COIL_UNIT1:Cooling Coil Total Cooling Energy [J](Hourly),DX COOLING COIL_UNIT1:Cooling Coil Electricity Energy [J](Hourly),COOLING COIL AIR INLET NODE_UNIT1:System Node Temperature [C](Hourly),COOLING COIL AIR INLET NODE_UNIT1:System Node Wetbulb Temperature [C](Hourly)
 02/05  09:00:00,-2.4333333333333329,-5.12890284763511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129615.55956211293,14388398.685116612,17985498.356395768,0.0,0.0,0.0,20.89326158379235,8.71532798958947
 02/05  10:00:00,-0.7791666666666668,-4.178006037502809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110356.27235757488,12250458.582661054,15313073.228326315,0.0,0.0,0.0,20.893347769911125,8.65909700397309
 02/05  11:00:00,1.1916666666666667,-2.970452245746005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96606.36870061714,10724105.601841303,13405132.002301628,0.0,0.0,0.0,20.89342426197819,8.606082494026938
 02/05  12:00:00,2.525,-2.2507278184724814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86509.3392812579,9603251.860886902,12004064.826108627,0.0,0.0,0.0,20.893469826813705,8.566246793330988
 02/05  13:00:00,3.070833333333333,-2.154731030043771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74552.77036894363,8275973.862800511,10344967.328500636,0.0,0.0,0.0,20.893538971993747,8.506464025776206
 02/05  14:00:00,3.895833333333334,-1.8406614284412333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65178.26679653516,7235326.464212339,9044158.080265424,0.0,0.0,0.0,20.893645660741254,8.424032119577932
 02/05  15:00:00,4.3999999999999999,-1.5556955834519489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59157.72397522181,6566996.437273241,8208745.546591549,0.0,0.0,0.0,20.89374122493169,8.353538649120937
 02/05  16:00:00,4.3999999999999999,-1.5181036688153818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62317.07432071782,6917710.444993691,8647138.056242116,0.0,0.0,0.0,20.89379130068599,8.318245404124723
 02/05  17:00:00,4.3999999999999999,-1.4755321315872614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61989.93129507874,6881394.864550631,8601743.580688287,0.0,0.0,0.0,20.89379637023516,8.310631755375715
 02/05  18:00:00,4.129166666666667,-1.4993412103642408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62318.0049006523,6917813.747059822,8647267.183824778,0.0,0.0,0.0,20.893686107630015,8.384165968071754
 02/05  19:00:00,3.899999999999999,-1.509367860201898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61484.293335654445,6825264.8707821019,8531581.088477625,0.0,0.0,0.0,20.893454247080336,8.545872323426613
 02/05  20:00:00,3.899999999999999,-1.4303273415326532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63785.04528765488,7080667.358514131,8850834.198142663,0.0,0.0,0.0,20.893222217833956,8.706894211935927
 02/05  21:00:00,3.899999999999999,-1.3941611900870748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65809.18738509323,7305363.865566701,9131704.831958374,0.0,0.0,0.0,20.893051028302826,8.825152135386464
 02/05  22:00:00,3.899999999999999,-1.3514945910275825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70094.3844444237,7781056.166261431,9726320.20782679,0.0,0.0,0.0,20.892915808185078,8.918238331250429
 02/05  23:00:00,3.899999999999999,-1.2303919908539332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76829.95403770863,8528760.076246789,10660950.095308487,0.0,0.0,0.0,20.8928263827883,8.979647847151469
 02/05  24:00:00,3.899999999999999,-1.0318050262266303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27606.425430388117,3064541.45401439,3830676.8175179867,0.0,0.0,0.0,19.291187416900063,8.276427150949325
 02/06  01:00:00,3.899999999999999,-0.8004393539273295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47995.114120551254,5327854.458501433,6659818.073126791,0.0,0.0,0.0,19.226038743030519,8.267744718270228
 02/06  02:00:00,3.899999999999999,-0.3996969765629621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52177.52498786236,5792136.642115342,7240170.802644177,0.0,0.0,0.0,19.225938386825985,8.338738938114832
 02/06  03:00:00,3.5749999999999995,0.1585427246683615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54907.70345166305,6095209.022864962,7619011.278581202,0.0,0.0,0.0,19.22572156605815,8.489470040423493
 02/06  04:00:00,2.108333333333333,0.030403525740542126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62587.07477723368,6947682.727847988,8684603.409809987,0.0,0.0,0.0,19.22536503836024,8.737483665577674
 02/06  05:00:00,1.4249999999999999,0.06553267329003416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68532.55024721529,7607679.6581832109,9509599.57272901,0.0,0.0,0.0,19.224882796169078,9.07271867179216
 02/06  06:00:00,1.375,0.027559355291737764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69664.16926765941,7733298.724912684,9666623.406140857,0.0,0.0,0.0,19.224492121347894,9.338787572633434
 02/06  07:00:00,1.0999999999999999,-0.23863815149694959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71299.62398425359,7914847.719287351,9893559.649109189,0.0,0.0,0.0,19.22420644818779,9.5318702269058
 02/06  08:00:00,1.4249999999999999,0.06553267329003416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121563.91021504159,13494599.042004282,16868248.802505357,0.0,0.0,0.0,20.75808254648135,10.351203895325249
 02/06  09:00:00,2.295833333333333,0.772617952754801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106000.7454901948,11766959.091833566,14708698.864791956,0.0,0.0,0.0,20.890543088498025,10.507466564112521
 02/06  10:00:00,3.991666666666667,2.1199295606005976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92291.49686263122,10245119.155384835,12806398.944231045,0.0,0.0,0.0,20.890411276739877,10.59325878984441
 02/06  11:00:00,6.191666666666667,3.7168922850678469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66368.14525805647,7367412.810551008,9209266.01318876,0.0,0.0,0.0,20.890232728544168,10.7088698393647
 02/06  12:00:00,8.391666666666668,5.212242785516438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58245.14292929917,6465692.396573378,8082115.495716721,0.0,0.0,0.0,20.88997128273009,10.873185443007399
 02/06  13:00:00,9.725,6.027921474015916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46438.76621546197,5155086.974205387,6443858.717756733,0.0,0.0,0.0,20.8896272134427,11.080186936291055
 02/06  14:00:00,10.325,6.454886218225641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34427.618414216515,3821750.268226319,4777187.8352828989,0.0,0.0,0.0,20.88934598789677,11.24661576611806
 02/06  15:00:00,11.195833333333333,6.9830168515699999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23239.61743565724,2579789.6647862365,3224737.0809827956,0.0,0.0,0.0,20.889089998133558,11.404690521692672
 02/06  16:00:00,11.375,7.059506529391289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17922.51527742553,1989547.3670205109,2486934.2087756388,0.0,0.0,0.0,20.88889338328622,11.52380205067719
 02/06  17:00:00,10.504166666666669,6.620192001275284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19984.794312576243,2218477.389449543,2773096.736811928,0.0,0.0,0.0,20.888733181909044,11.620773879653762
 02/06  18:00:00,8.808333333333332,5.756818695396642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27769.380489086274,3082630.8127320215,3853288.5159150266,0.0,0.0,0.0,20.888531478713465,11.747278931239152
 02/06  19:00:00,5.6875,3.8759703786036305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36246.12446124696,4023619.473623922,5029524.342029902,0.0,0.0,0.0,20.8883336071157,11.870315133750005
 02/06  20:00:00,3.899999999999999,2.828477248483164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44180.13359672753,4904360.080680025,6130450.100850032,0.0,0.0,0.0,20.88826055976912,11.919765465974216
 02/06  21:00:00,4.820833333333333,3.721227476381658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45283.81750946967,5026878.119506015,6283597.64938252,0.0,0.0,0.0,20.88816024325971,11.981132452607613
 02/06  22:00:00,5.870833333333333,4.458558827576362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46284.17173311626,5137925.708582463,6422407.13572808,0.0,0.0,0.0,20.887942507106648,12.106560536189818
 02/06  23:00:00,6.1000000000000009,4.535535441524604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53074.48195632397,5891706.281047733,7364632.8513096659,0.0,0.0,0.0,20.887780297889277,12.202181521237513
 02/06  24:00:00,5.829166666666666,4.443948055259358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13035.452731628937,1447043.0215115457,1808803.7768894318,0.0,0.0,0.0,19.239486205114504,11.560488620058349
 02/07  01:00:00,5.2749999999999999,4.01530433413274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29887.959203501327,3317810.5650070405,4147263.2062587996,0.0,0.0,0.0,19.221028199514419,11.542418366437703
 02/07  02:00:00,4.079166666666667,3.107480461286802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40987.221965102864,4549920.492737292,5687400.615921615,0.0,0.0,0.0,19.22114494542346,11.4649867163944
 02/07  03:00:00,3.0291666666666665,2.420275349344658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49228.36716184028,5464755.741785989,6830944.677232487,0.0,0.0,0.0,19.221319321498937,11.355081427727689
 02/07  04:00:00,3.070833333333333,2.5867276463858537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52892.79957572345,5871538.034774116,7339422.5434676459,0.0,0.0,0.0,19.221452758288284,11.265943647095272
 02/07  05:00:00,3.895833333333334,3.425479051972834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52901.38575180198,5872491.171303525,7340613.964129406,0.0,0.0,0.0,19.221453137959484,11.26166232899942
 02/07  06:00:00,5.05,4.401726364935853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50398.1991429491,5594616.763068141,6993270.953835178,0.0,0.0,0.0,19.221295565066748,11.36122838623662
 02/07  07:00:00,5.6000000000000009,4.804816685224972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49178.89308945285,5459263.710732838,6824079.638416049,0.0,0.0,0.0,19.221067847380188,11.504552549284597
 02/07  08:00:00,5.870833333333333,4.9459847796816789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100033.7909587228,11104577.80809857,13880722.260123212,0.0,0.0,0.0,20.763566291994768,12.255521554465683
 02/07  09:00:00,6.1000000000000009,5.185958377664874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87969.71087558582,9765365.181221258,12206706.476526572,0.0,0.0,0.0,20.88744095343108,12.387279406487578
 02/07  10:00:00,6.425,5.603776216638938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81278.33709770051,9022567.372126343,11278209.21515793,0.0,0.0,0.0,20.887363772210628,12.438444543420628
 02/07  11:00:00,6.700000000000002,6.035126504952589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74090.59874418301,8224668.991529888,10280836.239412358,0.0,0.0,0.0,20.887226898419998,12.521549957290697
 02/07  12:00:00,7.295833333333333,6.588393192447421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63537.893005406695,7053231.411896788,8816539.264870983,0.0,0.0,0.0,20.887020582245474,12.636862572413284
 02/07  13:00:00,8.666666666666668,7.636915487685659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52531.26473655905,5831404.678701506,7289255.848376883,0.0,0.0,0.0,20.886760814528946,12.774753689356582
 02/07  14:00:00,9.400000000000003,8.226614934014823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46497.28343605077,5161582.869471517,6451978.586839399,0.0,0.0,0.0,20.886395318694527,12.984095321877982
 02/07  15:00:00,9.725,8.396746950258253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42509.209186103595,4718873.657028629,5898592.071285787,0.0,0.0,0.0,20.886099209847285,13.159887111854366
 02/07  16:00:00,10.0,8.538623051150932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40351.987759198324,4479404.2441954039,5599255.305244254,0.0,0.0,0.0,20.88587870035053,13.290095820728256
 02/07  17:00:00,10.0,8.537882118242957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37858.4937974991,4202605.799926322,5253257.249907903,0.0,0.0,0.0,20.88569099560198,13.390178270203448
 02/07  18:00:00,10.0,8.537255776451529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34424.58076654166,3821413.064221194,4776766.330276492,0.0,0.0,0.0,20.885459830728668,13.516728912132871
 02/07  19:00:00,9.675000000000003,8.369518997476117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33494.7601083166,3718195.284030318,4647744.105037897,0.0,0.0,0.0,20.88518742507729,13.675311551384022
 02/07  20:00:00,9.129166666666667,8.102746258671337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36275.37941875963,4026867.0157680159,5033583.76971002,0.0,0.0,0.0,20.88497722946751,13.797101796445168
 02/07  21:00:00,8.900000000000003,8.176941351670008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39552.43384535953,4390647.14958868,5488308.936985851,0.0,0.0,0.0,20.88481938712949,13.888201446485893
 02/07  22:00:00,9.170833333333335,8.412431343280569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42877.33477128197,4759738.640396619,5949673.300495774,0.0,0.0,0.0,20.88463963213429,13.991594531782035
 02/07  23:00:00,9.400000000000003,8.480785827303688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45276.94811701047,5026115.560151557,6282644.450189445,0.0,0.0,0.0,20.88453560283884,14.046021021534586
 02/07  24:00:00,9.400000000000003,8.48035490075878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4824.106679069455,535515.7238257555,669394.6547821943,0.0,0.0,0.0,19.219925911939887,13.415749671024699
 02/08  01:00:00,9.400000000000003,8.663400564448935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16545.9527940673,1836737.5508807982,2295921.9386009976,0.0,0.0,0.0,19.21783614595786,13.390664348310239
 02/08  02:00:00,9.400000000000003,8.81788050462116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20937.679788758283,2324255.5551179496,2905319.4438974366,0.0,0.0,0.0,19.217772069429853,13.428165525784517
 02/08  03:00:00,9.400000000000003,8.817730480903514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24070.685668523583,2672045.109344079,3340056.386680099,0.0,0.0,0.0,19.217705158507284,13.462109858066091
 02/08  04:00:00,9.400000000000003,8.634899962688728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28061.66042895227,3115076.302429873,3893845.378037341,0.0,0.0,0.0,19.21769302133734,13.464824171948737
 02/08  05:00:00,9.129166666666667,8.217861609463658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29999.37173617327,3330178.277217041,4162722.846521301,0.0,0.0,0.0,19.217839347239097,13.384403434394392
 02/08  06:00:00,7.708333333333333,6.843057614632052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35796.02192827,3973654.3713203666,4967067.964150459,0.0,0.0,0.0,19.218104176960048,13.238270994789878
 02/08  07:00:00,6.104166666666665,5.290598779995477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42268.63567774369,4692168.008701734,5865210.010877168,0.0,0.0,0.0,19.218707174363869,12.895182979327231
 02/08  08:00:00,5.2749999999999999,4.3707031165080549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94090.11157420525,10444780.258098677,13055975.322623346,0.0,0.0,0.0,20.761966938987614,13.18054968991194
 02/08  09:00:00,5.0,3.732396317823637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80222.0364259426,8905309.264782172,11131636.580977712,0.0,0.0,0.0,20.886643846127446,12.840545035825635
 02/08  10:00:00,5.595833333333332,3.48037237308673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64100.96556645786,7115737.121276311,8894671.401595388,0.0,0.0,0.0,20.887390244773134,12.393109339318708
 02/08  11:00:00,6.695833333333334,3.663862670290815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51735.02451943298,5743015.431825294,7178769.289781618,0.0,0.0,0.0,20.88815463768287,11.929773851570518
 02/08  12:00:00,8.120833333333332,4.249569625060224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40298.52833925874,4473469.806615809,5591837.25826976,0.0,0.0,0.0,20.888756488003119,11.557795074124633
 02/08  13:00:00,9.495833333333332,4.28248663494455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28612.777970699048,3176254.9058306019,3970318.632288252,0.0,0.0,0.0,20.889267592810524,11.234281074263692
 02/08  14:00:00,10.595833333333334,4.286062900647021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17221.23001862313,1911698.9055415574,2389623.6319269465,0.0,0.0,0.0,20.88994753769433,10.797081852192373
 02/08  15:00:00,11.099999999999996,4.2283717902440609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10444.987185231226,1159479.9296455007,1449349.9120568757,0.0,0.0,0.0,20.89054623061492,10.410322021855447
 02/08  16:00:00,10.829166666666666,3.784567496214587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8922.0463453122,990420.9057703572,1238026.1322129465,0.0,0.0,0.0,20.89112295274501,10.036788437339265
 02/08  17:00:00,9.950000000000001,3.3146388652489344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12167.299281185482,1350670.8112071634,1688338.5140089547,0.0,0.0,0.0,20.89155999221412,9.756248565986246
 02/08  18:00:00,8.208333333333333,2.2596898052374727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22034.846029661017,2446050.0784860656,3057562.598107582,0.0,0.0,0.0,20.89175919476483,9.632118782864442
 02/08  19:00:00,6.008333333333333,0.8481951512418969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28470.358571176865,3160445.175056435,3950556.4688205437,0.0,0.0,0.0,20.89182632366619,9.591392825695286
 02/08  20:00:00,3.8083333333333324,-0.5501702422555405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41052.90508700847,4557211.862292413,5696514.827865517,0.0,0.0,0.0,20.891853398229203,9.573325303583644
 02/08  21:00:00,2.475,-1.368494171313352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50165.21482342422,5568753.57744421,6960941.971805261,0.0,0.0,0.0,20.891847693105658,9.577146888306333
 02/08  22:00:00,0.4125000000000001,-2.4883937902086479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63970.22421539824,7101223.750427688,8876529.68803461,0.0,0.0,0.0,20.89185427636198,9.57726164704344
 02/08  23:00:00,-1.6958333333333336,-3.577164673726493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82466.86373008152,9154503.654254433,11443129.56781804,0.0,0.0,0.0,20.8918357657002,9.59349104112104
 02/08  24:00:00,-2.795833333333333,-4.124034587730379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43020.45557058853,4775626.23234555,5969532.790431937,0.0,0.0,0.0,19.290752605386115,8.868137833079889
 02/09  01:00:00,-3.2999999999999995,-4.382192829318177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66113.13909946542,7339105.018729072,9173881.273411341,0.0,0.0,0.0,19.22517602555857,8.819415104264112
 02/09  02:00:00,-3.2999999999999995,-4.463252437292689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74779.1731360468,8301106.441693808,10376383.05211726,0.0,0.0,0.0,19.225212935971518,8.797762578173563
 02/09  03:00:00,-3.625,-4.755762630368271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83426.97774669652,9261084.24767158,11576355.309589472,0.0,0.0,0.0,19.22527759489422,8.75325811325268
 02/09  04:00:00,-4.1708333333333329,-5.124896929277053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91326.79258232766,10138029.004749068,12672536.255936336,0.0,0.0,0.0,19.22534517256806,8.706678308748606
 02/09  05:00:00,-4.3999999999999999,-5.276814702562047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98161.6095446379,10896750.193206313,13620937.741507888,0.0,0.0,0.0,19.225401729899695,8.672008135917535
 02/09  06:00:00,-4.129166666666667,-5.096750996098728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99892.42977530262,11088885.548060339,13861106.93507542,0.0,0.0,0.0,19.225440260973675,8.649076484987385
 02/09  07:00:00,-3.3041666666666669,-4.549186417207783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96158.54459145136,10674393.423417256,13342991.779271571,0.0,0.0,0.0,19.225432839602193,8.658569614761632
 02/09  08:00:00,-0.3624999999999999,-2.8012912048628988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130653.84043562773,14503656.445880309,18129570.55735038,0.0,0.0,0.0,20.8288220907309,9.424159959466964
 02/09  09:00:00,2.5666666666666666,-1.2632276504240417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103744.29782578394,11516474.746301845,14395593.432877306,0.0,0.0,0.0,20.8921176077255,9.432647745146668
 02/09  10:00:00,4.816666666666666,0.033658501941656978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84783.74108354502,9411696.194862768,11764620.243578459,0.0,0.0,0.0,20.892262853136438,9.338314901238912
 02/09  11:00:00,7.291666666666668,1.3683939729871384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68581.05030738695,7613063.565827937,9516329.457284918,0.0,0.0,0.0,20.89241749148228,9.233500204470765
 02/09  12:00:00,8.895833333333336,2.02866603542315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55730.395263688624,6186534.6154589,7733168.269323626,0.0,0.0,0.0,20.89262885911705,9.085936405212197
 02/09  13:00:00,10.320833333333333,2.6797712091505896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45721.70857079678,5075487.647500252,6344359.559375315,0.0,0.0,0.0,20.892850762651269,8.921628341336128
 02/09  14:00:00,11.424999999999998,3.3368036069211448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37921.183300281744,4209564.853009577,5261956.066261971,0.0,0.0,0.0,20.893003400359335,8.809407862670712
 02/09  15:00:00,11.700000000000001,3.5221826915638725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35113.16357024028,3897851.448168326,4872314.310210407,0.0,0.0,0.0,20.893085415296157,8.748579085819147
