mid-case,lowREcost,highREcost,95decarb2035,electrification
213.2,165.5,178.2,99.5,207.8
212.8,160.7,178.0,97.2,207.1
213.2,159.6,177.0,98.7,207.5
214.4,158.7,178.7,99.1,208.1
216.9,158.6,179.6,100.0,209.2
184.8,133.5,163.7,91.8,172.5
155.8,112.0,150.1,77.3,140.9
141.3,102.5,143.0,71.2,130.3
133.9,98.7,138.5,67.4,125.3
133.5,98.5,134.6,66.1,122.9
135.3,98.5,131.9,65.8,123.0
134.3,99.2,134.8,67.1,121.9
134.2,99.6,134.6,67.2,124.7
135.6,101.4,137.6,67.1,124.6
140.7,110.9,140.1,68.5,134.8
173.3,146.5,164.8,87.4,167.0
226.3,187.7,203.3,107.7,232.6
234.0,189.0,206.4,110.6,237.8
229.4,183.0,199.3,111.3,227.4
222.4,178.5,193.7,108.0,217.4
219.9,180.9,193.7,108.2,215.6
224.6,183.9,196.4,112.4,217.7
220.9,178.3,188.6,109.6,216.9
217.4,168.5,181.4,105.2,212.5
213.2,165.5,178.2,99.5,207.8
212.8,160.7,178.0,97.2,207.1
213.2,159.6,177.0,98.7,207.5
214.4,158.7,178.7,99.1,208.1
216.9,158.6,179.6,100.0,209.2
184.8,133.5,163.7,91.8,172.5
155.8,112.0,150.1,77.3,140.9
141.3,102.5,143.0,71.2,130.3
133.9,98.7,138.5,67.4,125.3
133.5,98.5,134.6,66.1,122.9
135.3,98.5,131.9,65.8,123.0
134.3,99.2,134.8,67.1,121.9
134.2,99.6,134.6,67.2,124.7
135.6,101.4,137.6,67.1,124.6
140.7,110.9,140.1,68.5,134.8
173.3,146.5,164.8,87.4,167.0
226.3,187.7,203.3,107.7,232.6
234.0,189.0,206.4,110.6,237.8
229.4,183.0,199.3,111.3,227.4
222.4,178.5,193.7,108.0,217.4
219.9,180.9,193.7,108.2,215.6
224.6,183.9,196.4,112.4,217.7
220.9,178.3,188.6,109.6,216.9
217.4,168.5,181.4,105.2,212.5
213.2,165.5,178.2,99.5,207.8
212.8,160.7,178.0,97.2,207.1
213.2,159.6,177.0,98.7,207.5
214.4,158.7,178.7,99.1,208.1
216.9,158.6,179.6,100.0,209.2
184.8,133.5,163.7,91.8,172.5
155.8,112.0,150.1,77.3,140.9
141.3,102.5,143.0,71.2,130.3
133.9,98.7,138.5,67.4,125.3
133.5,98.5,134.6,66.1,122.9
135.3,98.5,131.9,65.8,123.0
134.3,99.2,134.8,67.1,121.9
134.2,99.6,134.6,67.2,124.7
135.6,101.4,137.6,67.1,124.6
140.7,110.9,140.1,68.5,134.8
173.3,146.5,164.8,87.4,167.0
226.3,187.7,203.3,107.7,232.6
234.0,189.0,206.4,110.6,237.8
229.4,183.0,199.3,111.3,227.4
222.4,178.5,193.7,108.0,217.4
219.9,180.9,193.7,108.2,215.6
224.6,183.9,196.4,112.4,217.7
220.9,178.3,188.6,109.6,216.9
217.4,168.5,181.4,105.2,212.5
213.2,165.5,178.2,99.5,207.8
212.8,160.7,178.0,97.2,207.1
213.2,159.6,177.0,98.7,207.5
214.4,158.7,178.7,99.1,208.1
216.9,158.6,179.6,100.0,209.2
184.8,133.5,163.7,91.8,172.5
155.8,112.0,150.1,77.3,140.9
141.3,102.5,143.0,71.2,130.3
133.9,98.7,138.5,67.4,125.3
133.5,98.5,134.6,66.1,122.9
135.3,98.5,131.9,65.8,123.0
134.3,99.2,134.8,67.1,121.9
134.2,99.6,134.6,67.2,124.7
135.6,101.4,137.6,67.1,124.6
140.7,110.9,140.1,68.5,134.8
173.3,146.5,164.8,87.4,167.0
226.3,187.7,203.3,107.7,232.6
234.0,189.0,206.4,110.6,237.8
229.4,183.0,199.3,111.3,227.4
222.4,178.5,193.7,108.0,217.4
219.9,180.9,193.7,108.2,215.6
224.6,183.9,196.4,112.4,217.7
220.9,178.3,188.6,109.6,216.9
217.4,168.5,181.4,105.2,212.5
213.2,165.5,178.2,99.5,207.8
212.8,160.7,178.0,97.2,207.1
213.2,159.6,177.0,98.7,207.5
214.4,158.7,178.7,99.1,208.1
216.9,158.6,179.6,100.0,209.2
184.8,133.5,163.7,91.8,172.5
155.8,112.0,150.1,77.3,140.9
141.3,102.5,143.0,71.2,130.3
133.9,98.7,138.5,67.4,125.3
133.5,98.5,134.6,66.1,122.9
135.3,98.5,131.9,65.8,123.0
134.3,99.2,134.8,67.1,121.9
134.2,99.6,134.6,67.2,124.7
135.6,101.4,137.6,67.1,124.6
140.7,110.9,140.1,68.5,134.8
173.3,146.5,164.8,87.4,167.0
226.3,187.7,203.3,107.7,232.6
234.0,189.0,206.4,110.6,237.8
229.4,183.0,199.3,111.3,227.4
222.4,178.5,193.7,108.0,217.4
219.9,180.9,193.7,108.2,215.6
224.6,183.9,196.4,112.4,217.7
220.9,178.3,188.6,109.6,216.9
217.4,168.5,181.4,105.2,212.5
213.2,165.5,178.2,99.5,207.8
212.8,160.7,178.0,97.2,207.1
213.2,159.6,177.0,98.7,207.5
214.4,158.7,178.7,99.1,208.1
216.9,158.6,179.6,100.0,209.2
184.8,133.5,163.7,91.8,172.5
155.8,112.0,150.1,77.3,140.9
141.3,102.5,143.0,71.2,130.3
133.9,98.7,138.5,67.4,125.3
133.5,98.5,134.6,66.1,122.9
135.3,98.5,131.9,65.8,123.0
134.3,99.2,134.8,67.1,121.9
134.2,99.6,134.6,67.2,124.7
135.6,101.4,137.6,67.1,124.6
140.7,110.9,140.1,68.5,134.8
173.3,146.5,164.8,87.4,167.0
226.3,187.7,203.3,107.7,232.6
234.0,189.0,206.4,110.6,237.8
229.4,183.0,199.3,111.3,227.4
222.4,178.5,193.7,108.0,217.4
219.9,180.9,193.7,108.2,215.6
224.6,183.9,196.4,112.4,217.7
220.9,178.3,188.6,109.6,216.9
217.4,168.5,181.4,105.2,212.5
213.2,165.5,178.2,99.5,207.8
212.8,160.7,178.0,97.2,207.1
213.2,159.6,177.0,98.7,207.5
214.4,158.7,178.7,99.1,208.1
216.9,158.6,179.6,100.0,209.2
184.8,133.5,163.7,91.8,172.5
155.8,112.0,150.1,77.3,140.9
141.3,102.5,143.0,71.2,130.3
133.9,98.7,138.5,67.4,125.3
133.5,98.5,134.6,66.1,122.9
135.3,98.5,131.9,65.8,123.0
134.3,99.2,134.8,67.1,121.9
134.2,99.6,134.6,67.2,124.7
135.6,101.4,137.6,67.1,124.6
140.7,110.9,140.1,68.5,134.8
173.3,146.5,164.8,87.4,167.0
226.3,187.7,203.3,107.7,232.6
234.0,189.0,206.4,110.6,237.8
229.4,183.0,199.3,111.3,227.4
222.4,178.5,193.7,108.0,217.4
219.9,180.9,193.7,108.2,215.6
224.6,183.9,196.4,112.4,217.7
220.9,178.3,188.6,109.6,216.9
217.4,168.5,181.4,105.2,212.5
213.2,165.5,178.2,99.5,207.8
212.8,160.7,178.0,97.2,207.1
213.2,159.6,177.0,98.7,207.5
214.4,158.7,178.7,99.1,208.1
216.9,158.6,179.6,100.0,209.2
184.8,133.5,163.7,91.8,172.5
155.8,112.0,150.1,77.3,140.9
141.3,102.5,143.0,71.2,130.3
133.9,98.7,138.5,67.4,125.3
133.5,98.5,134.6,66.1,122.9
135.3,98.5,131.9,65.8,123.0
134.3,99.2,134.8,67.1,121.9
134.2,99.6,134.6,67.2,124.7
135.6,101.4,137.6,67.1,124.6
140.7,110.9,140.1,68.5,134.8
173.3,146.5,164.8,87.4,167.0
226.3,187.7,203.3,107.7,232.6
234.0,189.0,206.4,110.6,237.8
229.4,183.0,199.3,111.3,227.4
222.4,178.5,193.7,108.0,217.4
219.9,180.9,193.7,108.2,215.6
224.6,183.9,196.4,112.4,217.7
220.9,178.3,188.6,109.6,216.9
217.4,168.5,181.4,105.2,212.5
213.2,165.5,178.2,99.5,207.8
212.8,160.7,178.0,97.2,207.1
213.2,159.6,177.0,98.7,207.5
214.4,158.7,178.7,99.1,208.1
216.9,158.6,179.6,100.0,209.2
184.8,133.5,163.7,91.8,172.5
155.8,112.0,150.1,77.3,140.9
141.3,102.5,143.0,71.2,130.3
133.9,98.7,138.5,67.4,125.3
133.5,98.5,134.6,66.1,122.9
135.3,98.5,131.9,65.8,123.0
134.3,99.2,134.8,67.1,121.9
134.2,99.6,134.6,67.2,124.7
135.6,101.4,137.6,67.1,124.6
140.7,110.9,140.1,68.5,134.8
173.3,146.5,164.8,87.4,167.0
226.3,187.7,203.3,107.7,232.6
234.0,189.0,206.4,110.6,237.8
229.4,183.0,199.3,111.3,227.4
222.4,178.5,193.7,108.0,217.4
219.9,180.9,193.7,108.2,215.6
224.6,183.9,196.4,112.4,217.7
220.9,178.3,188.6,109.6,216.9
217.4,168.5,181.4,105.2,212.5
213.2,165.5,178.2,99.5,207.8
212.8,160.7,178.0,97.2,207.1
213.2,159.6,177.0,98.7,207.5
214.4,158.7,178.7,99.1,208.1
216.9,158.6,179.6,100.0,209.2
184.8,133.5,163.7,91.8,172.5
155.8,112.0,150.1,77.3,140.9
141.3,102.5,143.0,71.2,130.3
133.9,98.7,138.5,67.4,125.3
133.5,98.5,134.6,66.1,122.9
135.3,98.5,131.9,65.8,123.0
134.3,99.2,134.8,67.1,121.9
134.2,99.6,134.6,67.2,124.7
135.6,101.4,137.6,67.1,124.6
140.7,110.9,140.1,68.5,134.8
173.3,146.5,164.8,87.4,167.0
226.3,187.7,203.3,107.7,232.6
234.0,189.0,206.4,110.6,237.8
229.4,183.0,199.3,111.3,227.4
222.4,178.5,193.7,108.0,217.4
219.9,180.9,193.7,108.2,215.6
224.6,183.9,196.4,112.4,217.7
220.9,178.3,188.6,109.6,216.9
217.4,168.5,181.4,105.2,212.5
213.2,165.5,178.2,99.5,207.8
212.8,160.7,178.0,97.2,207.1
213.2,159.6,177.0,98.7,207.5
214.4,158.7,178.7,99.1,208.1
216.9,158.6,179.6,100.0,209.2
184.8,133.5,163.7,91.8,172.5
155.8,112.0,150.1,77.3,140.9
141.3,102.5,143.0,71.2,130.3
133.9,98.7,138.5,67.4,125.3
133.5,98.5,134.6,66.1,122.9
135.3,98.5,131.9,65.8,123.0
134.3,99.2,134.8,67.1,121.9
134.2,99.6,134.6,67.2,124.7
135.6,101.4,137.6,67.1,124.6
140.7,110.9,140.1,68.5,134.8
173.3,146.5,164.8,87.4,167.0
226.3,187.7,203.3,107.7,232.6
234.0,189.0,206.4,110.6,237.8
229.4,183.0,199.3,111.3,227.4
222.4,178.5,193.7,108.0,217.4
219.9,180.9,193.7,108.2,215.6
224.6,183.9,196.4,112.4,217.7
220.9,178.3,188.6,109.6,216.9
217.4,168.5,181.4,105.2,212.5
213.2,165.5,178.2,99.5,207.8
212.8,160.7,178.0,97.2,207.1
213.2,159.6,177.0,98.7,207.5
214.4,158.7,178.7,99.1,208.1
216.9,158.6,179.6,100.0,209.2
184.8,133.5,163.7,91.8,172.5
155.8,112.0,150.1,77.3,140.9
141.3,102.5,143.0,71.2,130.3
133.9,98.7,138.5,67.4,125.3
133.5,98.5,134.6,66.1,122.9
135.3,98.5,131.9,65.8,123.0
134.3,99.2,134.8,67.1,121.9
134.2,99.6,134.6,67.2,124.7
135.6,101.4,137.6,67.1,124.6
140.7,110.9,140.1,68.5,134.8
173.3,146.5,164.8,87.4,167.0
226.3,187.7,203.3,107.7,232.6
234.0,189.0,206.4,110.6,237.8
229.4,183.0,199.3,111.3,227.4
222.4,178.5,193.7,108.0,217.4
219.9,180.9,193.7,108.2,215.6
224.6,183.9,196.4,112.4,217.7
220.9,178.3,188.6,109.6,216.9
217.4,168.5,181.4,105.2,212.5
213.2,165.5,178.2,99.5,207.8
212.8,160.7,178.0,97.2,207.1
213.2,159.6,177.0,98.7,207.5
214.4,158.7,178.7,99.1,208.1
216.9,158.6,179.6,100.0,209.2
184.8,133.5,163.7,91.8,172.5
155.8,112.0,150.1,77.3,140.9
141.3,102.5,143.0,71.2,130.3
133.9,98.7,138.5,67.4,125.3
133.5,98.5,134.6,66.1,122.9
135.3,98.5,131.9,65.8,123.0
134.3,99.2,134.8,67.1,121.9
134.2,99.6,134.6,67.2,124.7
135.6,101.4,137.6,67.1,124.6
140.7,110.9,140.1,68.5,134.8
173.3,146.5,164.8,87.4,167.0
226.3,187.7,203.3,107.7,232.6
234.0,189.0,206.4,110.6,237.8
229.4,183.0,199.3,111.3,227.4
222.4,178.5,193.7,108.0,217.4
219.9,180.9,193.7,108.2,215.6
224.6,183.9,196.4,112.4,217.7
220.9,178.3,188.6,109.6,216.9
217.4,168.5,181.4,105.2,212.5
213.2,165.5,178.2,99.5,207.8
212.8,160.7,178.0,97.2,207.1
213.2,159.6,177.0,98.7,207.5
214.4,158.7,178.7,99.1,208.1
216.9,158.6,179.6,100.0,209.2
184.8,133.5,163.7,91.8,172.5
155.8,112.0,150.1,77.3,140.9
141.3,102.5,143.0,71.2,130.3
133.9,98.7,138.5,67.4,125.3
133.5,98.5,134.6,66.1,122.9
135.3,98.5,131.9,65.8,123.0
134.3,99.2,134.8,67.1,121.9
134.2,99.6,134.6,67.2,124.7
135.6,101.4,137.6,67.1,124.6
140.7,110.9,140.1,68.5,134.8
173.3,146.5,164.8,87.4,167.0
226.3,187.7,203.3,107.7,232.6
234.0,189.0,206.4,110.6,237.8
229.4,183.0,199.3,111.3,227.4
222.4,178.5,193.7,108.0,217.4
219.9,180.9,193.7,108.2,215.6
224.6,183.9,196.4,112.4,217.7
220.9,178.3,188.6,109.6,216.9
217.4,168.5,181.4,105.2,212.5
213.2,165.5,178.2,99.5,207.8
212.8,160.7,178.0,97.2,207.1
213.2,159.6,177.0,98.7,207.5
214.4,158.7,178.7,99.1,208.1
216.9,158.6,179.6,100.0,209.2
184.8,133.5,163.7,91.8,172.5
155.8,112.0,150.1,77.3,140.9
141.3,102.5,143.0,71.2,130.3
133.9,98.7,138.5,67.4,125.3
133.5,98.5,134.6,66.1,122.9
135.3,98.5,131.9,65.8,123.0
134.3,99.2,134.8,67.1,121.9
134.2,99.6,134.6,67.2,124.7
135.6,101.4,137.6,67.1,124.6
140.7,110.9,140.1,68.5,134.8
173.3,146.5,164.8,87.4,167.0
226.3,187.7,203.3,107.7,232.6
234.0,189.0,206.4,110.6,237.8
229.4,183.0,199.3,111.3,227.4
222.4,178.5,193.7,108.0,217.4
219.9,180.9,193.7,108.2,215.6
224.6,183.9,196.4,112.4,217.7
220.9,178.3,188.6,109.6,216.9
217.4,168.5,181.4,105.2,212.5
213.2,165.5,178.2,99.5,207.8
212.8,160.7,178.0,97.2,207.1
213.2,159.6,177.0,98.7,207.5
214.4,158.7,178.7,99.1,208.1
216.9,158.6,179.6,100.0,209.2
184.8,133.5,163.7,91.8,172.5
155.8,112.0,150.1,77.3,140.9
141.3,102.5,143.0,71.2,130.3
133.9,98.7,138.5,67.4,125.3
133.5,98.5,134.6,66.1,122.9
135.3,98.5,131.9,65.8,123.0
134.3,99.2,134.8,67.1,121.9
134.2,99.6,134.6,67.2,124.7
135.6,101.4,137.6,67.1,124.6
140.7,110.9,140.1,68.5,134.8
173.3,146.5,164.8,87.4,167.0
226.3,187.7,203.3,107.7,232.6
234.0,189.0,206.4,110.6,237.8
229.4,183.0,199.3,111.3,227.4
222.4,178.5,193.7,108.0,217.4
219.9,180.9,193.7,108.2,215.6
224.6,183.9,196.4,112.4,217.7
220.9,178.3,188.6,109.6,216.9
217.4,168.5,181.4,105.2,212.5
213.2,165.5,178.2,99.5,207.8
212.8,160.7,178.0,97.2,207.1
213.2,159.6,177.0,98.7,207.5
214.4,158.7,178.7,99.1,208.1
216.9,158.6,179.6,100.0,209.2
184.8,133.5,163.7,91.8,172.5
155.8,112.0,150.1,77.3,140.9
141.3,102.5,143.0,71.2,130.3
133.9,98.7,138.5,67.4,125.3
133.5,98.5,134.6,66.1,122.9
135.3,98.5,131.9,65.8,123.0
134.3,99.2,134.8,67.1,121.9
134.2,99.6,134.6,67.2,124.7
135.6,101.4,137.6,67.1,124.6
140.7,110.9,140.1,68.5,134.8
173.3,146.5,164.8,87.4,167.0
226.3,187.7,203.3,107.7,232.6
234.0,189.0,206.4,110.6,237.8
229.4,183.0,199.3,111.3,227.4
222.4,178.5,193.7,108.0,217.4
219.9,180.9,193.7,108.2,215.6
224.6,183.9,196.4,112.4,217.7
220.9,178.3,188.6,109.6,216.9
182.0,125.1,151.2,87.3,183.2
179.9,119.9,146.5,84.2,179.9
178.0,117.3,150.1,82.2,178.2
179.5,118.7,150.4,81.5,177.1
180.2,118.7,150.0,81.7,179.0
159.4,99.2,138.2,74.6,153.5
116.6,72.6,114.9,59.3,110.0
102.0,56.3,108.2,49.3,97.9
96.1,52.0,102.5,44.4,91.4
94.0,52.0,99.2,43.9,92.3
93.5,53.2,98.7,44.2,91.5
94.6,53.7,98.4,43.5,91.5
96.3,55.1,99.6,44.3,94.2
96.6,54.1,100.9,43.9,92.3
97.2,55.3,103.1,44.9,96.7
99.6,62.4,105.9,46.9,99.7
117.2,72.5,121.2,52.1,115.4
172.7,114.3,154.8,77.0,172.4
200.6,129.4,168.2,84.3,202.6
194.4,119.3,162.5,83.3,193.0
189.1,118.5,159.0,83.4,183.0
186.7,116.5,159.5,83.2,181.7
190.6,121.1,161.4,89.6,188.7
190.3,126.2,159.7,91.6,186.8
182.0,125.1,151.2,87.3,183.2
179.9,119.9,146.5,84.2,179.9
178.0,117.3,150.1,82.2,178.2
179.5,118.7,150.4,81.5,177.1
180.2,118.7,150.0,81.7,179.0
159.4,99.2,138.2,74.6,153.5
116.6,72.6,114.9,59.3,110.0
102.0,56.3,108.2,49.3,97.9
96.1,52.0,102.5,44.4,91.4
94.0,52.0,99.2,43.9,92.3
93.5,53.2,98.7,44.2,91.5
94.6,53.7,98.4,43.5,91.5
96.3,55.1,99.6,44.3,94.2
96.6,54.1,100.9,43.9,92.3
97.2,55.3,103.1,44.9,96.7
99.6,62.4,105.9,46.9,99.7
117.2,72.5,121.2,52.1,115.4
172.7,114.3,154.8,77.0,172.4
200.6,129.4,168.2,84.3,202.6
194.4,119.3,162.5,83.3,193.0
189.1,118.5,159.0,83.4,183.0
186.7,116.5,159.5,83.2,181.7
190.6,121.1,161.4,89.6,188.7
190.3,126.2,159.7,91.6,186.8
182.0,125.1,151.2,87.3,183.2
179.9,119.9,146.5,84.2,179.9
178.0,117.3,150.1,82.2,178.2
179.5,118.7,150.4,81.5,177.1
180.2,118.7,150.0,81.7,179.0
159.4,99.2,138.2,74.6,153.5
116.6,72.6,114.9,59.3,110.0
102.0,56.3,108.2,49.3,97.9
96.1,52.0,102.5,44.4,91.4
94.0,52.0,99.2,43.9,92.3
93.5,53.2,98.7,44.2,91.5
94.6,53.7,98.4,43.5,91.5
96.3,55.1,99.6,44.3,94.2
96.6,54.1,100.9,43.9,92.3
97.2,55.3,103.1,44.9,96.7
99.6,62.4,105.9,46.9,99.7
117.2,72.5,121.2,52.1,115.4
172.7,114.3,154.8,77.0,172.4
200.6,129.4,168.2,84.3,202.6
194.4,119.3,162.5,83.3,193.0
189.1,118.5,159.0,83.4,183.0
186.7,116.5,159.5,83.2,181.7
190.6,121.1,161.4,89.6,188.7
190.3,126.2,159.7,91.6,186.8
182.0,125.1,151.2,87.3,183.2
179.9,119.9,146.5,84.2,179.9
178.0,117.3,150.1,82.2,178.2
179.5,118.7,150.4,81.5,177.1
180.2,118.7,150.0,81.7,179.0
159.4,99.2,138.2,74.6,153.5
116.6,72.6,114.9,59.3,110.0
102.0,56.3,108.2,49.3,97.9
96.1,52.0,102.5,44.4,91.4
94.0,52.0,99.2,43.9,92.3
93.5,53.2,98.7,44.2,91.5
94.6,53.7,98.4,43.5,91.5
96.3,55.1,99.6,44.3,94.2
96.6,54.1,100.9,43.9,92.3
97.2,55.3,103.1,44.9,96.7
99.6,62.4,105.9,46.9,99.7
117.2,72.5,121.2,52.1,115.4
172.7,114.3,154.8,77.0,172.4
200.6,129.4,168.2,84.3,202.6
194.4,119.3,162.5,83.3,193.0
189.1,118.5,159.0,83.4,183.0
186.7,116.5,159.5,83.2,181.7
190.6,121.1,161.4,89.6,188.7
190.3,126.2,159.7,91.6,186.8
182.0,125.1,151.2,87.3,183.2
179.9,119.9,146.5,84.2,179.9
178.0,117.3,150.1,82.2,178.2
179.5,118.7,150.4,81.5,177.1
180.2,118.7,150.0,81.7,179.0
159.4,99.2,138.2,74.6,153.5
116.6,72.6,114.9,59.3,110.0
102.0,56.3,108.2,49.3,97.9
96.1,52.0,102.5,44.4,91.4
94.0,52.0,99.2,43.9,92.3
93.5,53.2,98.7,44.2,91.5
94.6,53.7,98.4,43.5,91.5
96.3,55.1,99.6,44.3,94.2
96.6,54.1,100.9,43.9,92.3
97.2,55.3,103.1,44.9,96.7
99.6,62.4,105.9,46.9,99.7
117.2,72.5,121.2,52.1,115.4
172.7,114.3,154.8,77.0,172.4
200.6,129.4,168.2,84.3,202.6
194.4,119.3,162.5,83.3,193.0
189.1,118.5,159.0,83.4,183.0
186.7,116.5,159.5,83.2,181.7
190.6,121.1,161.4,89.6,188.7
190.3,126.2,159.7,91.6,186.8
182.0,125.1,151.2,87.3,183.2
179.9,119.9,146.5,84.2,179.9
178.0,117.3,150.1,82.2,178.2
179.5,118.7,150.4,81.5,177.1
180.2,118.7,150.0,81.7,179.0
159.4,99.2,138.2,74.6,153.5
116.6,72.6,114.9,59.3,110.0
102.0,56.3,108.2,49.3,97.9
96.1,52.0,102.5,44.4,91.4
94.0,52.0,99.2,43.9,92.3
93.5,53.2,98.7,44.2,91.5
94.6,53.7,98.4,43.5,91.5
96.3,55.1,99.6,44.3,94.2
96.6,54.1,100.9,43.9,92.3
97.2,55.3,103.1,44.9,96.7
99.6,62.4,105.9,46.9,99.7
117.2,72.5,121.2,52.1,115.4
172.7,114.3,154.8,77.0,172.4
200.6,129.4,168.2,84.3,202.6
194.4,119.3,162.5,83.3,193.0
189.1,118.5,159.0,83.4,183.0
186.7,116.5,159.5,83.2,181.7
190.6,121.1,161.4,89.6,188.7
190.3,126.2,159.7,91.6,186.8
182.0,125.1,151.2,87.3,183.2
179.9,119.9,146.5,84.2,179.9
178.0,117.3,150.1,82.2,178.2
179.5,118.7,150.4,81.5,177.1
180.2,118.7,150.0,81.7,179.0
159.4,99.2,138.2,74.6,153.5
116.6,72.6,114.9,59.3,110.0
102.0,56.3,108.2,49.3,97.9
96.1,52.0,102.5,44.4,91.4
94.0,52.0,99.2,43.9,92.3
93.5,53.2,98.7,44.2,91.5
94.6,53.7,98.4,43.5,91.5
96.3,55.1,99.6,44.3,94.2
96.6,54.1,100.9,43.9,92.3
97.2,55.3,103.1,44.9,96.7
99.6,62.4,105.9,46.9,99.7
117.2,72.5,121.2,52.1,115.4
172.7,114.3,154.8,77.0,172.4
200.6,129.4,168.2,84.3,202.6
194.4,119.3,162.5,83.3,193.0
189.1,118.5,159.0,83.4,183.0
186.7,116.5,159.5,83.2,181.7
190.6,121.1,161.4,89.6,188.7
190.3,126.2,159.7,91.6,186.8
182.0,125.1,151.2,87.3,183.2
179.9,119.9,146.5,84.2,179.9
178.0,117.3,150.1,82.2,178.2
179.5,118.7,150.4,81.5,177.1
180.2,118.7,150.0,81.7,179.0
159.4,99.2,138.2,74.6,153.5
116.6,72.6,114.9,59.3,110.0
102.0,56.3,108.2,49.3,97.9
96.1,52.0,102.5,44.4,91.4
94.0,52.0,99.2,43.9,92.3
93.5,53.2,98.7,44.2,91.5
94.6,53.7,98.4,43.5,91.5
96.3,55.1,99.6,44.3,94.2
96.6,54.1,100.9,43.9,92.3
97.2,55.3,103.1,44.9,96.7
99.6,62.4,105.9,46.9,99.7
117.2,72.5,121.2,52.1,115.4
172.7,114.3,154.8,77.0,172.4
200.6,129.4,168.2,84.3,202.6
194.4,119.3,162.5,83.3,193.0
189.1,118.5,159.0,83.4,183.0
186.7,116.5,159.5,83.2,181.7
190.6,121.1,161.4,89.6,188.7
190.3,126.2,159.7,91.6,186.8
182.0,125.1,151.2,87.3,183.2
179.9,119.9,146.5,84.2,179.9
178.0,117.3,150.1,82.2,178.2
179.5,118.7,150.4,81.5,177.1
180.2,118.7,150.0,81.7,179.0
159.4,99.2,138.2,74.6,153.5
116.6,72.6,114.9,59.3,110.0
102.0,56.3,108.2,49.3,97.9
96.1,52.0,102.5,44.4,91.4
94.0,52.0,99.2,43.9,92.3
93.5,53.2,98.7,44.2,91.5
94.6,53.7,98.4,43.5,91.5
96.3,55.1,99.6,44.3,94.2
96.6,54.1,100.9,43.9,92.3
97.2,55.3,103.1,44.9,96.7
99.6,62.4,105.9,46.9,99.7
117.2,72.5,121.2,52.1,115.4
172.7,114.3,154.8,77.0,172.4
200.6,129.4,168.2,84.3,202.6
194.4,119.3,162.5,83.3,193.0
189.1,118.5,159.0,83.4,183.0
186.7,116.5,159.5,83.2,181.7
190.6,121.1,161.4,89.6,188.7
190.3,126.2,159.7,91.6,186.8
182.0,125.1,151.2,87.3,183.2
179.9,119.9,146.5,84.2,179.9
178.0,117.3,150.1,82.2,178.2
179.5,118.7,150.4,81.5,177.1
180.2,118.7,150.0,81.7,179.0
159.4,99.2,138.2,74.6,153.5
116.6,72.6,114.9,59.3,110.0
102.0,56.3,108.2,49.3,97.9
96.1,52.0,102.5,44.4,91.4
94.0,52.0,99.2,43.9,92.3
93.5,53.2,98.7,44.2,91.5
94.6,53.7,98.4,43.5,91.5
96.3,55.1,99.6,44.3,94.2
96.6,54.1,100.9,43.9,92.3
97.2,55.3,103.1,44.9,96.7
99.6,62.4,105.9,46.9,99.7
117.2,72.5,121.2,52.1,115.4
172.7,114.3,154.8,77.0,172.4
200.6,129.4,168.2,84.3,202.6
194.4,119.3,162.5,83.3,193.0
189.1,118.5,159.0,83.4,183.0
186.7,116.5,159.5,83.2,181.7
190.6,121.1,161.4,89.6,188.7
190.3,126.2,159.7,91.6,186.8
182.0,125.1,151.2,87.3,183.2
179.9,119.9,146.5,84.2,179.9
178.0,117.3,150.1,82.2,178.2
179.5,118.7,150.4,81.5,177.1
180.2,118.7,150.0,81.7,179.0
159.4,99.2,138.2,74.6,153.5
116.6,72.6,114.9,59.3,110.0
102.0,56.3,108.2,49.3,97.9
96.1,52.0,102.5,44.4,91.4
94.0,52.0,99.2,43.9,92.3
93.5,53.2,98.7,44.2,91.5
94.6,53.7,98.4,43.5,91.5
96.3,55.1,99.6,44.3,94.2
96.6,54.1,100.9,43.9,92.3
97.2,55.3,103.1,44.9,96.7
99.6,62.4,105.9,46.9,99.7
117.2,72.5,121.2,52.1,115.4
172.7,114.3,154.8,77.0,172.4
200.6,129.4,168.2,84.3,202.6
194.4,119.3,162.5,83.3,193.0
189.1,118.5,159.0,83.4,183.0
186.7,116.5,159.5,83.2,181.7
190.6,121.1,161.4,89.6,188.7
190.3,126.2,159.7,91.6,186.8
182.0,125.1,151.2,87.3,183.2
179.9,119.9,146.5,84.2,179.9
178.0,117.3,150.1,82.2,178.2
179.5,118.7,150.4,81.5,177.1
180.2,118.7,150.0,81.7,179.0
159.4,99.2,138.2,74.6,153.5
116.6,72.6,114.9,59.3,110.0
102.0,56.3,108.2,49.3,97.9
96.1,52.0,102.5,44.4,91.4
94.0,52.0,99.2,43.9,92.3
93.5,53.2,98.7,44.2,91.5
94.6,53.7,98.4,43.5,91.5
96.3,55.1,99.6,44.3,94.2
96.6,54.1,100.9,43.9,92.3
97.2,55.3,103.1,44.9,96.7
99.6,62.4,105.9,46.9,99.7
117.2,72.5,121.2,52.1,115.4
172.7,114.3,154.8,77.0,172.4
200.6,129.4,168.2,84.3,202.6
194.4,119.3,162.5,83.3,193.0
189.1,118.5,159.0,83.4,183.0
186.7,116.5,159.5,83.2,181.7
190.6,121.1,161.4,89.6,188.7
190.3,126.2,159.7,91.6,186.8
182.0,125.1,151.2,87.3,183.2
179.9,119.9,146.5,84.2,179.9
178.0,117.3,150.1,82.2,178.2
