mid-case,lowREcost,highREcost,95decarb2035,electrification
167.6,120.0,196.3,80.6,145.9
172.1,126.2,204.1,79.6,148.3
178.1,131.8,212.6,83.1,156.9
189.6,142.1,231.6,86.0,164.4
211.1,168.6,249.5,96.7,185.9
263.2,234.9,285.5,124.0,244.6
321.5,332.0,327.1,155.7,309.6
328.0,354.9,327.4,162.5,313.3
297.0,283.2,304.5,146.8,278.8
283.6,258.5,291.6,140.6,261.7
279.5,257.2,280.7,137.5,253.0
279.1,260.9,272.7,142.5,256.3
280.1,277.8,267.5,140.5,256.2
278.5,283.7,267.2,138.7,259.1
277.5,268.1,267.4,140.6,261.8
275.3,262.9,268.4,139.1,260.7
263.7,240.7,260.8,133.2,236.6
216.9,181.2,228.6,113.5,189.4
181.8,140.0,202.3,91.8,158.7
173.7,126.3,193.7,82.8,143.0
166.2,119.7,188.0,79.6,141.5
165.5,123.0,182.2,78.4,145.2
161.7,120.3,180.1,78.4,142.0
161.2,119.6,187.8,76.5,139.4
167.6,120.0,196.3,80.6,145.9
172.1,126.2,204.1,79.6,148.3
178.1,131.8,212.6,83.1,156.9
189.6,142.1,231.6,86.0,164.4
211.1,168.6,249.5,96.7,185.9
263.2,234.9,285.5,124.0,244.6
321.5,332.0,327.1,155.7,309.6
328.0,354.9,327.4,162.5,313.3
297.0,283.2,304.5,146.8,278.8
283.6,258.5,291.6,140.6,261.7
279.5,257.2,280.7,137.5,253.0
279.1,260.9,272.7,142.5,256.3
280.1,277.8,267.5,140.5,256.2
278.5,283.7,267.2,138.7,259.1
277.5,268.1,267.4,140.6,261.8
275.3,262.9,268.4,139.1,260.7
263.7,240.7,260.8,133.2,236.6
216.9,181.2,228.6,113.5,189.4
181.8,140.0,202.3,91.8,158.7
173.7,126.3,193.7,82.8,143.0
166.2,119.7,188.0,79.6,141.5
165.5,123.0,182.2,78.4,145.2
161.7,120.3,180.1,78.4,142.0
161.2,119.6,187.8,76.5,139.4
167.6,120.0,196.3,80.6,145.9
172.1,126.2,204.1,79.6,148.3
178.1,131.8,212.6,83.1,156.9
189.6,142.1,231.6,86.0,164.4
211.1,168.6,249.5,96.7,185.9
263.2,234.9,285.5,124.0,244.6
321.5,332.0,327.1,155.7,309.6
328.0,354.9,327.4,162.5,313.3
297.0,283.2,304.5,146.8,278.8
283.6,258.5,291.6,140.6,261.7
279.5,257.2,280.7,137.5,253.0
279.1,260.9,272.7,142.5,256.3
280.1,277.8,267.5,140.5,256.2
278.5,283.7,267.2,138.7,259.1
277.5,268.1,267.4,140.6,261.8
275.3,262.9,268.4,139.1,260.7
263.7,240.7,260.8,133.2,236.6
216.9,181.2,228.6,113.5,189.4
181.8,140.0,202.3,91.8,158.7
173.7,126.3,193.7,82.8,143.0
166.2,119.7,188.0,79.6,141.5
165.5,123.0,182.2,78.4,145.2
161.7,120.3,180.1,78.4,142.0
161.2,119.6,187.8,76.5,139.4
167.6,120.0,196.3,80.6,145.9
172.1,126.2,204.1,79.6,148.3
178.1,131.8,212.6,83.1,156.9
189.6,142.1,231.6,86.0,164.4
211.1,168.6,249.5,96.7,185.9
263.2,234.9,285.5,124.0,244.6
321.5,332.0,327.1,155.7,309.6
328.0,354.9,327.4,162.5,313.3
297.0,283.2,304.5,146.8,278.8
283.6,258.5,291.6,140.6,261.7
279.5,257.2,280.7,137.5,253.0
279.1,260.9,272.7,142.5,256.3
280.1,277.8,267.5,140.5,256.2
278.5,283.7,267.2,138.7,259.1
277.5,268.1,267.4,140.6,261.8
275.3,262.9,268.4,139.1,260.7
263.7,240.7,260.8,133.2,236.6
216.9,181.2,228.6,113.5,189.4
181.8,140.0,202.3,91.8,158.7
173.7,126.3,193.7,82.8,143.0
166.2,119.7,188.0,79.6,141.5
165.5,123.0,182.2,78.4,145.2
161.7,120.3,180.1,78.4,142.0
161.2,119.6,187.8,76.5,139.4
167.6,120.0,196.3,80.6,145.9
172.1,126.2,204.1,79.6,148.3
178.1,131.8,212.6,83.1,156.9
189.6,142.1,231.6,86.0,164.4
211.1,168.6,249.5,96.7,185.9
263.2,234.9,285.5,124.0,244.6
321.5,332.0,327.1,155.7,309.6
328.0,354.9,327.4,162.5,313.3
297.0,283.2,304.5,146.8,278.8
283.6,258.5,291.6,140.6,261.7
279.5,257.2,280.7,137.5,253.0
279.1,260.9,272.7,142.5,256.3
280.1,277.8,267.5,140.5,256.2
278.5,283.7,267.2,138.7,259.1
277.5,268.1,267.4,140.6,261.8
275.3,262.9,268.4,139.1,260.7
263.7,240.7,260.8,133.2,236.6
216.9,181.2,228.6,113.5,189.4
181.8,140.0,202.3,91.8,158.7
173.7,126.3,193.7,82.8,143.0
166.2,119.7,188.0,79.6,141.5
165.5,123.0,182.2,78.4,145.2
161.7,120.3,180.1,78.4,142.0
161.2,119.6,187.8,76.5,139.4
167.6,120.0,196.3,80.6,145.9
172.1,126.2,204.1,79.6,148.3
178.1,131.8,212.6,83.1,156.9
189.6,142.1,231.6,86.0,164.4
211.1,168.6,249.5,96.7,185.9
263.2,234.9,285.5,124.0,244.6
321.5,332.0,327.1,155.7,309.6
328.0,354.9,327.4,162.5,313.3
297.0,283.2,304.5,146.8,278.8
283.6,258.5,291.6,140.6,261.7
279.5,257.2,280.7,137.5,253.0
279.1,260.9,272.7,142.5,256.3
280.1,277.8,267.5,140.5,256.2
278.5,283.7,267.2,138.7,259.1
277.5,268.1,267.4,140.6,261.8
275.3,262.9,268.4,139.1,260.7
263.7,240.7,260.8,133.2,236.6
216.9,181.2,228.6,113.5,189.4
181.8,140.0,202.3,91.8,158.7
173.7,126.3,193.7,82.8,143.0
166.2,119.7,188.0,79.6,141.5
165.5,123.0,182.2,78.4,145.2
161.7,120.3,180.1,78.4,142.0
161.2,119.6,187.8,76.5,139.4
167.6,120.0,196.3,80.6,145.9
172.1,126.2,204.1,79.6,148.3
178.1,131.8,212.6,83.1,156.9
189.6,142.1,231.6,86.0,164.4
211.1,168.6,249.5,96.7,185.9
263.2,234.9,285.5,124.0,244.6
321.5,332.0,327.1,155.7,309.6
328.0,354.9,327.4,162.5,313.3
297.0,283.2,304.5,146.8,278.8
283.6,258.5,291.6,140.6,261.7
279.5,257.2,280.7,137.5,253.0
279.1,260.9,272.7,142.5,256.3
280.1,277.8,267.5,140.5,256.2
278.5,283.7,267.2,138.7,259.1
277.5,268.1,267.4,140.6,261.8
275.3,262.9,268.4,139.1,260.7
263.7,240.7,260.8,133.2,236.6
216.9,181.2,228.6,113.5,189.4
181.8,140.0,202.3,91.8,158.7
173.7,126.3,193.7,82.8,143.0
166.2,119.7,188.0,79.6,141.5
165.5,123.0,182.2,78.4,145.2
161.7,120.3,180.1,78.4,142.0
161.2,119.6,187.8,76.5,139.4
167.6,120.0,196.3,80.6,145.9
172.1,126.2,204.1,79.6,148.3
178.1,131.8,212.6,83.1,156.9
189.6,142.1,231.6,86.0,164.4
211.1,168.6,249.5,96.7,185.9
263.2,234.9,285.5,124.0,244.6
321.5,332.0,327.1,155.7,309.6
328.0,354.9,327.4,162.5,313.3
297.0,283.2,304.5,146.8,278.8
283.6,258.5,291.6,140.6,261.7
279.5,257.2,280.7,137.5,253.0
279.1,260.9,272.7,142.5,256.3
280.1,277.8,267.5,140.5,256.2
278.5,283.7,267.2,138.7,259.1
277.5,268.1,267.4,140.6,261.8
275.3,262.9,268.4,139.1,260.7
263.7,240.7,260.8,133.2,236.6
216.9,181.2,228.6,113.5,189.4
181.8,140.0,202.3,91.8,158.7
173.7,126.3,193.7,82.8,143.0
166.2,119.7,188.0,79.6,141.5
165.5,123.0,182.2,78.4,145.2
161.7,120.3,180.1,78.4,142.0
161.2,119.6,187.8,76.5,139.4
167.6,120.0,196.3,80.6,145.9
172.1,126.2,204.1,79.6,148.3
178.1,131.8,212.6,83.1,156.9
189.6,142.1,231.6,86.0,164.4
211.1,168.6,249.5,96.7,185.9
263.2,234.9,285.5,124.0,244.6
321.5,332.0,327.1,155.7,309.6
328.0,354.9,327.4,162.5,313.3
297.0,283.2,304.5,146.8,278.8
283.6,258.5,291.6,140.6,261.7
279.5,257.2,280.7,137.5,253.0
279.1,260.9,272.7,142.5,256.3
280.1,277.8,267.5,140.5,256.2
278.5,283.7,267.2,138.7,259.1
277.5,268.1,267.4,140.6,261.8
275.3,262.9,268.4,139.1,260.7
263.7,240.7,260.8,133.2,236.6
216.9,181.2,228.6,113.5,189.4
181.8,140.0,202.3,91.8,158.7
173.7,126.3,193.7,82.8,143.0
166.2,119.7,188.0,79.6,141.5
165.5,123.0,182.2,78.4,145.2
161.7,120.3,180.1,78.4,142.0
161.2,119.6,187.8,76.5,139.4
167.6,120.0,196.3,80.6,145.9
172.1,126.2,204.1,79.6,148.3
178.1,131.8,212.6,83.1,156.9
189.6,142.1,231.6,86.0,164.4
211.1,168.6,249.5,96.7,185.9
263.2,234.9,285.5,124.0,244.6
321.5,332.0,327.1,155.7,309.6
328.0,354.9,327.4,162.5,313.3
297.0,283.2,304.5,146.8,278.8
283.6,258.5,291.6,140.6,261.7
279.5,257.2,280.7,137.5,253.0
279.1,260.9,272.7,142.5,256.3
280.1,277.8,267.5,140.5,256.2
278.5,283.7,267.2,138.7,259.1
277.5,268.1,267.4,140.6,261.8
275.3,262.9,268.4,139.1,260.7
263.7,240.7,260.8,133.2,236.6
216.9,181.2,228.6,113.5,189.4
181.8,140.0,202.3,91.8,158.7
173.7,126.3,193.7,82.8,143.0
166.2,119.7,188.0,79.6,141.5
165.5,123.0,182.2,78.4,145.2
161.7,120.3,180.1,78.4,142.0
161.2,119.6,187.8,76.5,139.4
167.6,120.0,196.3,80.6,145.9
172.1,126.2,204.1,79.6,148.3
178.1,131.8,212.6,83.1,156.9
189.6,142.1,231.6,86.0,164.4
211.1,168.6,249.5,96.7,185.9
263.2,234.9,285.5,124.0,244.6
321.5,332.0,327.1,155.7,309.6
328.0,354.9,327.4,162.5,313.3
297.0,283.2,304.5,146.8,278.8
283.6,258.5,291.6,140.6,261.7
279.5,257.2,280.7,137.5,253.0
279.1,260.9,272.7,142.5,256.3
280.1,277.8,267.5,140.5,256.2
278.5,283.7,267.2,138.7,259.1
277.5,268.1,267.4,140.6,261.8
275.3,262.9,268.4,139.1,260.7
263.7,240.7,260.8,133.2,236.6
216.9,181.2,228.6,113.5,189.4
181.8,140.0,202.3,91.8,158.7
173.7,126.3,193.7,82.8,143.0
166.2,119.7,188.0,79.6,141.5
165.5,123.0,182.2,78.4,145.2
161.7,120.3,180.1,78.4,142.0
161.2,119.6,187.8,76.5,139.4
167.6,120.0,196.3,80.6,145.9
172.1,126.2,204.1,79.6,148.3
178.1,131.8,212.6,83.1,156.9
189.6,142.1,231.6,86.0,164.4
211.1,168.6,249.5,96.7,185.9
263.2,234.9,285.5,124.0,244.6
321.5,332.0,327.1,155.7,309.6
328.0,354.9,327.4,162.5,313.3
297.0,283.2,304.5,146.8,278.8
283.6,258.5,291.6,140.6,261.7
279.5,257.2,280.7,137.5,253.0
279.1,260.9,272.7,142.5,256.3
280.1,277.8,267.5,140.5,256.2
278.5,283.7,267.2,138.7,259.1
277.5,268.1,267.4,140.6,261.8
275.3,262.9,268.4,139.1,260.7
263.7,240.7,260.8,133.2,236.6
216.9,181.2,228.6,113.5,189.4
181.8,140.0,202.3,91.8,158.7
173.7,126.3,193.7,82.8,143.0
166.2,119.7,188.0,79.6,141.5
165.5,123.0,182.2,78.4,145.2
161.7,120.3,180.1,78.4,142.0
161.2,119.6,187.8,76.5,139.4
167.6,120.0,196.3,80.6,145.9
172.1,126.2,204.1,79.6,148.3
178.1,131.8,212.6,83.1,156.9
189.6,142.1,231.6,86.0,164.4
211.1,168.6,249.5,96.7,185.9
263.2,234.9,285.5,124.0,244.6
321.5,332.0,327.1,155.7,309.6
328.0,354.9,327.4,162.5,313.3
297.0,283.2,304.5,146.8,278.8
283.6,258.5,291.6,140.6,261.7
279.5,257.2,280.7,137.5,253.0
279.1,260.9,272.7,142.5,256.3
280.1,277.8,267.5,140.5,256.2
278.5,283.7,267.2,138.7,259.1
277.5,268.1,267.4,140.6,261.8
275.3,262.9,268.4,139.1,260.7
263.7,240.7,260.8,133.2,236.6
216.9,181.2,228.6,113.5,189.4
181.8,140.0,202.3,91.8,158.7
173.7,126.3,193.7,82.8,143.0
166.2,119.7,188.0,79.6,141.5
165.5,123.0,182.2,78.4,145.2
161.7,120.3,180.1,78.4,142.0
161.2,119.6,187.8,76.5,139.4
167.6,120.0,196.3,80.6,145.9
172.1,126.2,204.1,79.6,148.3
178.1,131.8,212.6,83.1,156.9
189.6,142.1,231.6,86.0,164.4
211.1,168.6,249.5,96.7,185.9
263.2,234.9,285.5,124.0,244.6
321.5,332.0,327.1,155.7,309.6
328.0,354.9,327.4,162.5,313.3
297.0,283.2,304.5,146.8,278.8
283.6,258.5,291.6,140.6,261.7
279.5,257.2,280.7,137.5,253.0
279.1,260.9,272.7,142.5,256.3
280.1,277.8,267.5,140.5,256.2
278.5,283.7,267.2,138.7,259.1
277.5,268.1,267.4,140.6,261.8
275.3,262.9,268.4,139.1,260.7
263.7,240.7,260.8,133.2,236.6
216.9,181.2,228.6,113.5,189.4
181.8,140.0,202.3,91.8,158.7
173.7,126.3,193.7,82.8,143.0
166.2,119.7,188.0,79.6,141.5
165.5,123.0,182.2,78.4,145.2
161.7,120.3,180.1,78.4,142.0
161.2,119.6,187.8,76.5,139.4
167.6,120.0,196.3,80.6,145.9
172.1,126.2,204.1,79.6,148.3
178.1,131.8,212.6,83.1,156.9
189.6,142.1,231.6,86.0,164.4
211.1,168.6,249.5,96.7,185.9
263.2,234.9,285.5,124.0,244.6
321.5,332.0,327.1,155.7,309.6
328.0,354.9,327.4,162.5,313.3
297.0,283.2,304.5,146.8,278.8
283.6,258.5,291.6,140.6,261.7
279.5,257.2,280.7,137.5,253.0
279.1,260.9,272.7,142.5,256.3
280.1,277.8,267.5,140.5,256.2
278.5,283.7,267.2,138.7,259.1
277.5,268.1,267.4,140.6,261.8
275.3,262.9,268.4,139.1,260.7
263.7,240.7,260.8,133.2,236.6
216.9,181.2,228.6,113.5,189.4
181.8,140.0,202.3,91.8,158.7
173.7,126.3,193.7,82.8,143.0
166.2,119.7,188.0,79.6,141.5
165.5,123.0,182.2,78.4,145.2
161.7,120.3,180.1,78.4,142.0
161.2,119.6,187.8,76.5,139.4
167.6,120.0,196.3,80.6,145.9
172.1,126.2,204.1,79.6,148.3
178.1,131.8,212.6,83.1,156.9
189.6,142.1,231.6,86.0,164.4
211.1,168.6,249.5,96.7,185.9
263.2,234.9,285.5,124.0,244.6
321.5,332.0,327.1,155.7,309.6
328.0,354.9,327.4,162.5,313.3
297.0,283.2,304.5,146.8,278.8
283.6,258.5,291.6,140.6,261.7
279.5,257.2,280.7,137.5,253.0
279.1,260.9,272.7,142.5,256.3
280.1,277.8,267.5,140.5,256.2
278.5,283.7,267.2,138.7,259.1
277.5,268.1,267.4,140.6,261.8
275.3,262.9,268.4,139.1,260.7
263.7,240.7,260.8,133.2,236.6
216.9,181.2,228.6,113.5,189.4
181.8,140.0,202.3,91.8,158.7
173.7,126.3,193.7,82.8,143.0
166.2,119.7,188.0,79.6,141.5
165.5,123.0,182.2,78.4,145.2
161.7,120.3,180.1,78.4,142.0
161.2,119.6,187.8,76.5,139.4
167.6,120.0,196.3,80.6,145.9
172.1,126.2,204.1,79.6,148.3
178.1,131.8,212.6,83.1,156.9
189.6,142.1,231.6,86.0,164.4
211.1,168.6,249.5,96.7,185.9
263.2,234.9,285.5,124.0,244.6
321.5,332.0,327.1,155.7,309.6
328.0,354.9,327.4,162.5,313.3
297.0,283.2,304.5,146.8,278.8
283.6,258.5,291.6,140.6,261.7
279.5,257.2,280.7,137.5,253.0
279.1,260.9,272.7,142.5,256.3
280.1,277.8,267.5,140.5,256.2
278.5,283.7,267.2,138.7,259.1
277.5,268.1,267.4,140.6,261.8
275.3,262.9,268.4,139.1,260.7
263.7,240.7,260.8,133.2,236.6
216.9,181.2,228.6,113.5,189.4
181.8,140.0,202.3,91.8,158.7
173.7,126.3,193.7,82.8,143.0
166.2,119.7,188.0,79.6,141.5
165.5,123.0,182.2,78.4,145.2
161.7,120.3,180.1,78.4,142.0
161.2,119.6,187.8,76.5,139.4
167.6,120.0,196.3,80.6,145.9
172.1,126.2,204.1,79.6,148.3
178.1,131.8,212.6,83.1,156.9
189.6,142.1,231.6,86.0,164.4
211.1,168.6,249.5,96.7,185.9
263.2,234.9,285.5,124.0,244.6
321.5,332.0,327.1,155.7,309.6
328.0,354.9,327.4,162.5,313.3
297.0,283.2,304.5,146.8,278.8
283.6,258.5,291.6,140.6,261.7
279.5,257.2,280.7,137.5,253.0
279.1,260.9,272.7,142.5,256.3
280.1,277.8,267.5,140.5,256.2
278.5,283.7,267.2,138.7,259.1
277.5,268.1,267.4,140.6,261.8
275.3,262.9,268.4,139.1,260.7
263.7,240.7,260.8,133.2,236.6
216.9,181.2,228.6,113.5,189.4
181.8,140.0,202.3,91.8,158.7
173.7,126.3,193.7,82.8,143.0
166.2,119.7,188.0,79.6,141.5
165.5,123.0,182.2,78.4,145.2
161.7,120.3,180.1,78.4,142.0
161.2,119.6,187.8,76.5,139.4
167.6,120.0,196.3,80.6,145.9
172.1,126.2,204.1,79.6,148.3
178.1,131.8,212.6,83.1,156.9
189.6,142.1,231.6,86.0,164.4
211.1,168.6,249.5,96.7,185.9
263.2,234.9,285.5,124.0,244.6
321.5,332.0,327.1,155.7,309.6
328.0,354.9,327.4,162.5,313.3
297.0,283.2,304.5,146.8,278.8
283.6,258.5,291.6,140.6,261.7
279.5,257.2,280.7,137.5,253.0
279.1,260.9,272.7,142.5,256.3
280.1,277.8,267.5,140.5,256.2
278.5,283.7,267.2,138.7,259.1
277.5,268.1,267.4,140.6,261.8
275.3,262.9,268.4,139.1,260.7
263.7,240.7,260.8,133.2,236.6
216.9,181.2,228.6,113.5,189.4
181.8,140.0,202.3,91.8,158.7
173.7,126.3,193.7,82.8,143.0
166.2,119.7,188.0,79.6,141.5
165.5,123.0,182.2,78.4,145.2
161.7,120.3,180.1,78.4,142.0
161.2,119.6,187.8,76.5,139.4
167.6,120.0,196.3,80.6,145.9
172.1,126.2,204.1,79.6,148.3
178.1,131.8,212.6,83.1,156.9
189.6,142.1,231.6,86.0,164.4
211.1,168.6,249.5,96.7,185.9
263.2,234.9,285.5,124.0,244.6
321.5,332.0,327.1,155.7,309.6
328.0,354.9,327.4,162.5,313.3
297.0,283.2,304.5,146.8,278.8
283.6,258.5,291.6,140.6,261.7
279.5,257.2,280.7,137.5,253.0
279.1,260.9,272.7,142.5,256.3
280.1,277.8,267.5,140.5,256.2
278.5,283.7,267.2,138.7,259.1
277.5,268.1,267.4,140.6,261.8
275.3,262.9,268.4,139.1,260.7
263.7,240.7,260.8,133.2,236.6
216.9,181.2,228.6,113.5,189.4
181.8,140.0,202.3,91.8,158.7
173.7,126.3,193.7,82.8,143.0
166.2,119.7,188.0,79.6,141.5
165.5,123.0,182.2,78.4,145.2
161.7,120.3,180.1,78.4,142.0
161.2,119.6,187.8,76.5,139.4
167.6,120.0,196.3,80.6,145.9
172.1,126.2,204.1,79.6,148.3
178.1,131.8,212.6,83.1,156.9
189.6,142.1,231.6,86.0,164.4
211.1,168.6,249.5,96.7,185.9
263.2,234.9,285.5,124.0,244.6
321.5,332.0,327.1,155.7,309.6
328.0,354.9,327.4,162.5,313.3
297.0,283.2,304.5,146.8,278.8
283.6,258.5,291.6,140.6,261.7
279.5,257.2,280.7,137.5,253.0
279.1,260.9,272.7,142.5,256.3
280.1,277.8,267.5,140.5,256.2
278.5,283.7,267.2,138.7,259.1
277.5,268.1,267.4,140.6,261.8
275.3,262.9,268.4,139.1,260.7
263.7,240.7,260.8,133.2,236.6
216.9,181.2,228.6,113.5,189.4
181.8,140.0,202.3,91.8,158.7
173.7,126.3,193.7,82.8,143.0
166.2,119.7,188.0,79.6,141.5
165.5,123.0,182.2,78.4,145.2
161.7,120.3,180.1,78.4,142.0
161.2,119.6,187.8,76.5,139.4
167.6,120.0,196.3,80.6,145.9
172.1,126.2,204.1,79.6,148.3
178.1,131.8,212.6,83.1,156.9
189.6,142.1,231.6,86.0,164.4
211.1,168.6,249.5,96.7,185.9
263.2,234.9,285.5,124.0,244.6
321.5,332.0,327.1,155.7,309.6
328.0,354.9,327.4,162.5,313.3
297.0,283.2,304.5,146.8,278.8
283.6,258.5,291.6,140.6,261.7
279.5,257.2,280.7,137.5,253.0
279.1,260.9,272.7,142.5,256.3
280.1,277.8,267.5,140.5,256.2
278.5,283.7,267.2,138.7,259.1
277.5,268.1,267.4,140.6,261.8
275.3,262.9,268.4,139.1,260.7
263.7,240.7,260.8,133.2,236.6
216.9,181.2,228.6,113.5,189.4
181.8,140.0,202.3,91.8,158.7
173.7,126.3,193.7,82.8,143.0
166.2,119.7,188.0,79.6,141.5
165.5,123.0,182.2,78.4,145.2
161.7,120.3,180.1,78.4,142.0
161.2,119.6,187.8,76.5,139.4
167.6,120.0,196.3,80.6,145.9
172.1,126.2,204.1,79.6,148.3
178.1,131.8,212.6,83.1,156.9
189.6,142.1,231.6,86.0,164.4
211.1,168.6,249.5,96.7,185.9
263.2,234.9,285.5,124.0,244.6
321.5,332.0,327.1,155.7,309.6
328.0,354.9,327.4,162.5,313.3
297.0,283.2,304.5,146.8,278.8
283.6,258.5,291.6,140.6,261.7
279.5,257.2,280.7,137.5,253.0
279.1,260.9,272.7,142.5,256.3
280.1,277.8,267.5,140.5,256.2
278.5,283.7,267.2,138.7,259.1
277.5,268.1,267.4,140.6,261.8
275.3,262.9,268.4,139.1,260.7
263.7,240.7,260.8,133.2,236.6
216.9,181.2,228.6,113.5,189.4
181.8,140.0,202.3,91.8,158.7
173.7,126.3,193.7,82.8,143.0
166.2,119.7,188.0,79.6,141.5
165.5,123.0,182.2,78.4,145.2
161.7,120.3,180.1,78.4,142.0
161.2,119.6,187.8,76.5,139.4
167.6,120.0,196.3,80.6,145.9
172.1,126.2,204.1,79.6,148.3
178.1,131.8,212.6,83.1,156.9
189.6,142.1,231.6,86.0,164.4
211.1,168.6,249.5,96.7,185.9
263.2,234.9,285.5,124.0,244.6
321.5,332.0,327.1,155.7,309.6
328.0,354.9,327.4,162.5,313.3
297.0,283.2,304.5,146.8,278.8
283.6,258.5,291.6,140.6,261.7
279.5,257.2,280.7,137.5,253.0
279.1,260.9,272.7,142.5,256.3
280.1,277.8,267.5,140.5,256.2
278.5,283.7,267.2,138.7,259.1
277.5,268.1,267.4,140.6,261.8
275.3,262.9,268.4,139.1,260.7
263.7,240.7,260.8,133.2,236.6
216.9,181.2,228.6,113.5,189.4
181.8,140.0,202.3,91.8,158.7
173.7,126.3,193.7,82.8,143.0
166.2,119.7,188.0,79.6,141.5
165.5,123.0,182.2,78.4,145.2
161.7,120.3,180.1,78.4,142.0
161.2,119.6,187.8,76.5,139.4
167.6,120.0,196.3,80.6,145.9
172.1,126.2,204.1,79.6,148.3
178.1,131.8,212.6,83.1,156.9
189.6,142.1,231.6,86.0,164.4
211.1,168.6,249.5,96.7,185.9
263.2,234.9,285.5,124.0,244.6
321.5,332.0,327.1,155.7,309.6
328.0,354.9,327.4,162.5,313.3
297.0,283.2,304.5,146.8,278.8
283.6,258.5,291.6,140.6,261.7
279.5,257.2,280.7,137.5,253.0
279.1,260.9,272.7,142.5,256.3
280.1,277.8,267.5,140.5,256.2
278.5,283.7,267.2,138.7,259.1
277.5,268.1,267.4,140.6,261.8
275.3,262.9,268.4,139.1,260.7
263.7,240.7,260.8,133.2,236.6
216.9,181.2,228.6,113.5,189.4
181.8,140.0,202.3,91.8,158.7
173.7,126.3,193.7,82.8,143.0
166.2,119.7,188.0,79.6,141.5
165.5,123.0,182.2,78.4,145.2
161.7,120.3,180.1,78.4,142.0
161.2,119.6,187.8,76.5,139.4
167.6,120.0,196.3,80.6,145.9
172.1,126.2,204.1,79.6,148.3
178.1,131.8,212.6,83.1,156.9
189.6,142.1,231.6,86.0,164.4
211.1,168.6,249.5,96.7,185.9
263.2,234.9,285.5,124.0,244.6
321.5,332.0,327.1,155.7,309.6
328.0,354.9,327.4,162.5,313.3
297.0,283.2,304.5,146.8,278.8
283.6,258.5,291.6,140.6,261.7
279.5,257.2,280.7,137.5,253.0
279.1,260.9,272.7,142.5,256.3
279.5,298.3,264.9,140.0,264.5
277.9,293.0,266.1,139.3,264.7
276.7,285.1,266.7,139.1,264.7
277.5,286.7,270.6,140.9,265.4
278.0,284.4,271.9,141.9,263.3
241.9,228.8,245.6,126.1,214.5
200.3,175.9,217.1,105.5,176.1
181.9,152.1,201.1,92.1,155.0
174.3,143.9,190.9,88.3,149.2
174.6,141.4,188.1,87.3,153.3
174.5,141.3,188.1,90.1,151.4
177.8,145.6,192.6,91.8,152.7
177.0,148.4,202.2,89.9,151.3
178.4,148.4,205.3,88.7,151.3
180.1,145.5,209.1,90.9,156.3
190.5,162.0,223.8,96.6,166.3
219.1,198.0,247.4,111.1,195.2
274.3,267.1,296.4,135.6,256.3
323.7,353.9,323.3,162.5,313.7
308.9,328.4,305.1,156.2,292.6
287.6,287.9,287.3,148.1,265.8
279.1,272.7,282.6,142.1,256.8
274.4,276.1,276.1,139.4,255.5
278.5,286.0,271.3,141.6,260.1
279.5,298.3,264.9,140.0,264.5
277.9,293.0,266.1,139.3,264.7
276.7,285.1,266.7,139.1,264.7
277.5,286.7,270.6,140.9,265.4
278.0,284.4,271.9,141.9,263.3
241.9,228.8,245.6,126.1,214.5
200.3,175.9,217.1,105.5,176.1
181.9,152.1,201.1,92.1,155.0
174.3,143.9,190.9,88.3,149.2
174.6,141.4,188.1,87.3,153.3
174.5,141.3,188.1,90.1,151.4
177.8,145.6,192.6,91.8,152.7
177.0,148.4,202.2,89.9,151.3
178.4,148.4,205.3,88.7,151.3
180.1,145.5,209.1,90.9,156.3
190.5,162.0,223.8,96.6,166.3
219.1,198.0,247.4,111.1,195.2
274.3,267.1,296.4,135.6,256.3
323.7,353.9,323.3,162.5,313.7
308.9,328.4,305.1,156.2,292.6
287.6,287.9,287.3,148.1,265.8
279.1,272.7,282.6,142.1,256.8
274.4,276.1,276.1,139.4,255.5
278.5,286.0,271.3,141.6,260.1
279.5,298.3,264.9,140.0,264.5
277.9,293.0,266.1,139.3,264.7
276.7,285.1,266.7,139.1,264.7
277.5,286.7,270.6,140.9,265.4
278.0,284.4,271.9,141.9,263.3
241.9,228.8,245.6,126.1,214.5
200.3,175.9,217.1,105.5,176.1
181.9,152.1,201.1,92.1,155.0
174.3,143.9,190.9,88.3,149.2
174.6,141.4,188.1,87.3,153.3
174.5,141.3,188.1,90.1,151.4
177.8,145.6,192.6,91.8,152.7
177.0,148.4,202.2,89.9,151.3
178.4,148.4,205.3,88.7,151.3
180.1,145.5,209.1,90.9,156.3
190.5,162.0,223.8,96.6,166.3
219.1,198.0,247.4,111.1,195.2
274.3,267.1,296.4,135.6,256.3
323.7,353.9,323.3,162.5,313.7
308.9,328.4,305.1,156.2,292.6
287.6,287.9,287.3,148.1,265.8
279.1,272.7,282.6,142.1,256.8
274.4,276.1,276.1,139.4,255.5
278.5,286.0,271.3,141.6,260.1
279.5,298.3,264.9,140.0,264.5
277.9,293.0,266.1,139.3,264.7
276.7,285.1,266.7,139.1,264.7
277.5,286.7,270.6,140.9,265.4
278.0,284.4,271.9,141.9,263.3
241.9,228.8,245.6,126.1,214.5
200.3,175.9,217.1,105.5,176.1
181.9,152.1,201.1,92.1,155.0
174.3,143.9,190.9,88.3,149.2
174.6,141.4,188.1,87.3,153.3
174.5,141.3,188.1,90.1,151.4
177.8,145.6,192.6,91.8,152.7
177.0,148.4,202.2,89.9,151.3
178.4,148.4,205.3,88.7,151.3
